explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad_menos_4meses;capacidad_4_y_12meses;capacidad_machos;capacidad_hembras;capacidad
ES222130000603;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;730426;4628975;;;Convencional;;;;1550;1550
ES222130000603;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;730437;4629000;;;Convencional;;;;10;10
ES222130000604;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;732097;4621040;;;Convencional;;;;280;280
ES222130000604;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;732105;4621038;;;Convencional;;;;10;10
ES222130000611;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;745067;4635516;;;Convencional;;;;802;802
ES222130000611;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;745071;4635515;;;Convencional;;;;10;10
ES222130000616;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;739180;4633290;;;Convencional;;;;10;10
ES222130000616;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;739185;4633285;;;Convencional;;;;492;492
ES222130000621;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;729625;4626730;;;Convencional;;;;10;10
ES222130000621;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;729625;4626730;;;Convencional;;;;1000;1000
ES222130000626;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;735300;4630930;;;Convencional;;;;10;10
ES222130000626;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;753308;4630944;;;Convencional;;;;1530;1530
ES222130000634;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;725469;4621048;;;Convencional;;;;728;728
ES222130000634;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;725460;4621052;;;Convencional;;;;10;10
ES222130000635;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;740655;4627805;;;Convencional;;;;10;10
ES222130000635;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;740668;4627795;;;Convencional;;;;1326;1326
ES222130000637;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;735942;4634590;;;Convencional;;;;1000;1000
ES222130000637;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;735960;4634600;;;Convencional;;;;10;10
ES222130000640;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;727111;4624722;;;Convencional;;;;313;313
ES222130000640;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;727108;4624745;;;Convencional;;;;10;10
ES222130000641;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;733335;4628392;;;Convencional;;;;890;890
ES222130000641;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;724025;4614691;;;Convencional;;;;10;10
ES222130000646;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;730675;4628745;;;Convencional;;;;609;609
ES222130000646;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;730690;4628745;;;Convencional;;;;10;10
ES222130000653;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;725149;4625993;;;;;;;10;10
ES222130000655;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;741300;4637344;;;Convencional;;;;500;500
ES222130000656;Producción y reproducción;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;736450;4632480;;;;;;;40;40
ES222130000656;Producción y reproducción;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;736455;4632475;;;;;;;10;10
ES222137200002;Pasto;Ovino;;Sariñena;HUESCA;SARIÑENA;30;731533;4617240;;;Convencional;;;;100;100
ES222137200002;Pasto;Caprino;;Sariñena;HUESCA;SARIÑENA;30;731533;4617240;;;Convencional;;;;10;10
ES222137200003;Pasto;Caprino;;Sariñena;HUESCA;SARIÑENA;30;731615;4627665;;;Convencional;;;;10;10
ES222137200003;Pasto;Ovino;;Sariñena;HUESCA;SARIÑENA;30;731615;4627665;;;Convencional;;;;880;880
ES222137200004;Pasto;Caprino;;Sariñena;HUESCA;SARIÑENA;30;724025;4614691;;;Convencional;;;;10;10
ES222137200004;Pasto;Ovino;;Sariñena;HUESCA;SARIÑENA;30;724025;4614691;;;Convencional;;;;700;700
ES222137200005;Pasto;Caprino;;Sariñena;HUESCA;SARIÑENA;30;730752;4622437;;;Convencional;;;;10;10
ES222137200005;Pasto;Ovino;;Sariñena;HUESCA;SARIÑENA;30;730762;4622440;;;Convencional;;;;500;500
ES222137200006;Pasto;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;745263;4635587;;;;;;;13;13
ES222137200006;Pasto;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;745263;4635587;;;;;;;10;10
ES222137200007;Pasto;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;736107;4632301;;;;;;;10;10
ES222137200007;Pasto;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;736107;4632301;;;;;;;560;560
ES222137200009;Pasto;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;731559;4624742;;;Convencional;;;;10;10
ES222137200009;Pasto;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;731559;4624742;;;Convencional;;;;400;400
ES222137200010;Pasto;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;729965;4623380;;;Convencional;;;;10;10
ES222137200010;Pasto;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;729965;4623380;;;Convencional;;;;400;400
ES222137200011;Pasto;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;736230;4638858;;;;;;;478;478
ES222137200012;Pasto;Caprino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;733419;4619798;;;;;;;50;50
ES222137200012;Pasto;Ovino;Reproducción para producción de carne;Sariñena;HUESCA;SARIÑENA;30;733419;4619798;;;;;;;1000;1000
ES222147200001;Pasto;Caprino;;Secastilla;HUESCA;GRAUS;30;766618;4681674;;;Convencional;;;;10;10
ES222147200001;Pasto;Ovino;;Secastilla;HUESCA;GRAUS;30;766618;4681674;;;Convencional;;;;300;300
ES222150000602;Producción y reproducción;Caprino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;778785;4711422;;;Convencional;;;;10;10
ES222150000602;Producción y reproducción;Ovino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;779061;4711190;;;Convencional;;;;100;100
ES222150000604;Producción y reproducción;Ovino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;778987;4711158;;;Convencional;;;;15;15
ES222150000604;Producción y reproducción;Caprino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;778992;4711162;;;Convencional;;;;10;10
ES222150000609;Producción y reproducción;Caprino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;781997;4708845;;;Convencional;;;;10;10
ES222150000609;Producción y reproducción;Ovino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;781997;4708845;;;Convencional;;;;549;549
ES222150000610;Producción y reproducción;Caprino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;779020;4711130;;;Convencional;;;;10;10
ES222150000610;Producción y reproducción;Ovino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;779023;4711129;;;Convencional;;;;67;67
ES222150000611;Producción y reproducción;Ovino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;779121;4711116;;;Convencional;;;;70;70
ES222150000611;Producción y reproducción;Caprino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;779121;4711120;;;Convencional;;;;10;10
ES222150000613;Producción y reproducción;Ovino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;778517;4710955;;;;;;;300;300
ES222150000613;Producción y reproducción;Caprino;Reproducción para producción de carne;Seira;HUESCA;CASTEJÓN DE SOS;30;778511;4710953;;;;;;;10;10
ES222157200001;Pasto;Ovino;;Seira;HUESCA;CASTEJÓN DE SOS;30;779183;4716274;;;Convencional;;;;1000;1000
ES222157200001;Pasto;Caprino;;Seira;HUESCA;CASTEJÓN DE SOS;30;779183;4716274;;;Convencional;;;;10;10
ES222157200002;Pasto;Ovino;;Seira;HUESCA;CASTEJÓN DE SOS;30;781986;4707174;;;Convencional;;;;500;500
ES222157200002;Pasto;Caprino;;Seira;HUESCA;CASTEJÓN DE SOS;30;781986;4707174;;;Convencional;;;;10;10
ES222157200003;Pasto;Caprino;;Seira;HUESCA;CASTEJÓN DE SOS;30;781614;4709022;;;Convencional;;;;10;10
ES222157200003;Pasto;Ovino;;Seira;HUESCA;CASTEJÓN DE SOS;30;781614;4709022;;;Convencional;;;;1200;1200
ES222157200004;Pasto;Caprino;;Seira;HUESCA;CASTEJÓN DE SOS;30;777458;4710954;;;Convencional;;;;10;10
ES222157200004;Pasto;Ovino;;Seira;HUESCA;CASTEJÓN DE SOS;30;777458;4710954;;;Convencional;;;;1000;1000
ES222157200005;Pasto;Ovino;;Seira;HUESCA;CASTEJÓN DE SOS;30;781986;4707174;;;Convencional;;;;300;300
ES222157200005;Pasto;Caprino;;Seira;HUESCA;CASTEJÓN DE SOS;30;781986;4707174;;;Convencional;;;;10;10
ES222170000604;Producción y reproducción;Caprino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;741390;4626645;;;Convencional;;;;10;10
ES222170000604;Producción y reproducción;Ovino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;741382;4626640;;;Convencional;;;;530;530
ES222170000613;Producción y reproducción;Ovino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;745167;4623270;;;Convencional;;;;306;306
ES222170000613;Producción y reproducción;Caprino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;745175;4623280;;;Convencional;;;;10;10
ES222170000614;Producción y reproducción;Ovino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;746127;4623134;;;Convencional;;;;382;382
ES222170000614;Producción y reproducción;Caprino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;746135;4623140;;;Convencional;;;;10;10
ES222170000624;Producción y reproducción;Ovino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;745700;4623100;;;Convencional;;;;255;255
ES222170000624;Producción y reproducción;Caprino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;745695;4623115;;;Convencional;;;;10;10
ES222170000625;Producción y reproducción;Caprino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;738060;4623540;;;Convencional;;;;10;10
ES222170000627;Producción y reproducción;Caprino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;740135;4613270;;;Convencional;;;;10;10
ES222170000627;Producción y reproducción;Ovino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;740122;4613265;;;Convencional;;;;908;908
ES222177200001;Pasto;Caprino;;Sena;HUESCA;SARIÑENA;30;741414;4610602;;;Convencional;;;;10;10
ES222177200001;Pasto;Ovino;;Sena;HUESCA;SARIÑENA;30;741414;4610602;;;Convencional;;;;1000;1000
ES222177200003;Pasto;Ovino;;Sena;HUESCA;SARIÑENA;30;740127;4613260;;;Convencional;;;;1450;1450
ES222177200003;Pasto;Caprino;;Sena;HUESCA;SARIÑENA;30;740127;4613260;;;Convencional;;;;10;10
ES222177200004;Pasto;Caprino;;Sena;HUESCA;SARIÑENA;30;740205;4609970;;;Convencional;;;;10;10
ES222177200004;Pasto;Ovino;;Sena;HUESCA;SARIÑENA;30;740205;4609970;;;Convencional;;;;350;350
ES222177200005;Pasto;Ovino;;Sena;HUESCA;SARIÑENA;30;739485;4607158;;;Convencional;;;;650;650
ES222177200005;Pasto;Caprino;;Sena;HUESCA;SARIÑENA;30;739485;4607158;;;Convencional;;;;10;10
ES222177200007;Pasto;Caprino;;Sena;HUESCA;SARIÑENA;30;738032;4623551;;;Convencional;;;;10;10
ES222177200007;Pasto;Ovino;;Sena;HUESCA;SARIÑENA;30;738032;4623551;;;Convencional;;;;20;20
ES222177200009;Pasto;Caprino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;737949;4622706;;;;;;;10;10
ES222177200009;Pasto;Ovino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;737949;4622706;;;;;;;500;500
ES222177200010;Pasto;Caprino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;737797;4623088;;;;;;;10;10
ES222177200010;Pasto;Ovino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;737797;4623088;;;;;;;13;13
ES222177200011;Pasto;Ovino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;741603;4622530;;;;;;;1700;1700
ES222177200011;Pasto;Caprino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;741603;4622530;;;;;;;50;50
ES222177200012;Pasto;Ovino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;737995;4623306;;;;;;;140;140
ES222177200013;Pasto;Ovino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;737861;4607435;;;Convencional;;;;450;450
ES222177200013;Pasto;Caprino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;737861;4607435;;;Convencional;;;;10;10
ES222177200014;Pasto;Ovino;Reproducción para producción de carne;Sena;HUESCA;SARIÑENA;30;743505;4617638;;;;;;;1000;1000
ES222187200001;Pasto;Caprino;Reproducción para producción de carne;Senés de Alcubierre;HUESCA;GRAÑÉN;30;705082;4640684;;;;;;;10;10
ES222187200001;Pasto;Ovino;Reproducción para producción de carne;Senés de Alcubierre;HUESCA;GRAÑÉN;30;705082;4640684;;;;;;;500;500
ES222200000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Sesa;HUESCA;HUESCA;30;727940;4652690;;;Convencional;;;;10;10
ES222200000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Sesa;HUESCA;HUESCA;30;727930;4652700;;;Convencional;;;;540;540
ES222200000604;Producción y reproducción;Caprino;Reproducción para producción de carne;Sesa;HUESCA;HUESCA;30;728165;4652725;;;Convencional;;;;10;10
ES222200000604;Producción y reproducción;Ovino;Reproducción para producción de carne;Sesa;HUESCA;HUESCA;30;728157;4652717;;;Convencional;;;;616;616
ES222220000604;Producción y reproducción;Ovino;Reproducción para producción de carne;Siétamo;HUESCA;HUESCA;30;724600;4667850;;;Convencional;;;;650;650
ES222220000604;Producción y reproducción;Caprino;Reproducción para producción de carne;Siétamo;HUESCA;HUESCA;30;724630;4667840;;;Convencional;;;;10;10
ES222220000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Siétamo;HUESCA;HUESCA;30;729582;4668960;;;Convencional;;;;10;10
ES222220000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Siétamo;HUESCA;HUESCA;30;729570;4668965;;;Convencional;;;;700;700
ES222220000627;Producción y reproducción;Caprino;Reproducción para producción de carne;Siétamo;HUESCA;HUESCA;30;725600;4671645;;;Convencional;;;;10;10
ES222220000627;Producción y reproducción;Ovino;Reproducción para producción de carne;Siétamo;HUESCA;HUESCA;30;725592;4671650;;;Convencional;;;;162;162
ES222227200001;Pasto;Ovino;;Siétamo;HUESCA;HUESCA;30;725320;4666872;;;Convencional;;;;700;700
ES222227200001;Pasto;Caprino;;Siétamo;HUESCA;HUESCA;30;725320;4666872;;;Convencional;;;;10;10
ES222227200003;Pasto;Ovino;;Siétamo;HUESCA;HUESCA;30;724067;4666864;;;;;;;400;400
ES222227200003;Pasto;Caprino;;Siétamo;HUESCA;HUESCA;30;724067;4666864;;;;;;;10;10
ES222227200004;Pasto;Ovino;Reproducción para producción de carne;Siétamo;HUESCA;HUESCA;30;724653;4667827;;;;;;;800;800
ES222227200004;Pasto;Caprino;Reproducción para producción de carne;Siétamo;HUESCA;HUESCA;30;724653;4667827;;;;;;;10;10
ES222227200005;Pasto;Caprino;Reproducción para producción de carne;Siétamo;HUESCA;HUESCA;30;726162;4671762;;;;;;;40;40
ES222227200005;Pasto;Ovino;Reproducción para producción de carne;Siétamo;HUESCA;HUESCA;30;726162;4671762;;;;;;;400;400
ES222230000602;Producción y reproducción;Ovino;Reproducción para producción de carne;Sopeira;HUESCA;GRAUS;30;806069;4695239;;;Convencional;;;;520;520
ES222230000602;Producción y reproducción;Caprino;Reproducción para producción de carne;Sopeira;HUESCA;GRAUS;30;806040;4695240;;;Convencional;;;;10;10
ES222230000603;Producción y reproducción;Caprino;Reproducción para producción de carne;Sopeira;HUESCA;GRAUS;30;807820;4689275;;;Convencional;;;;10;10
ES222230000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Sopeira;HUESCA;GRAUS;30;808294;4690770;;;Convencional;;;;10;10
ES222230000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Sopeira;HUESCA;GRAUS;30;808300;4690783;;;Convencional;;;;400;400
ES222237200001;Pasto;Caprino;;Sopeira;HUESCA;GRAUS;30;805551;4698146;;;Convencional;;;;10;10
ES222237200001;Pasto;Ovino;;Sopeira;HUESCA;GRAUS;30;805551;4698146;;;Convencional;;;;1400;1400
ES222237200002;Pasto;Ovino;;Sopeira;HUESCA;GRAUS;30;808623;4691204;;;Convencional;;;;170;170
ES222237200002;Pasto;Caprino;;Sopeira;HUESCA;GRAUS;30;808623;4691204;;;Convencional;;;;10;10
ES222237200003;Pasto;Ovino;;Sopeira;HUESCA;GRAUS;30;805203;4693895;;;Convencional;;;;760;760
ES222237200003;Pasto;Caprino;;Sopeira;HUESCA;GRAUS;30;805203;4693895;;;Convencional;;;;10;10
ES222237200004;Pasto;Caprino;Reproducción para producción de carne;Sopeira;HUESCA;GRAUS;30;807644;4689465;;;;;;;10;10
ES222237200004;Pasto;Ovino;Reproducción para producción de carne;Sopeira;HUESCA;GRAUS;30;807644;4689465;;;;;;;500;500
ES222250000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785115;4639273;;;Convencional;;;;60;60
ES222250000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785120;4639265;;;Convencional;;;;10;10
ES222250000619;Producción y reproducción;Ovino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785575;4637148;;;Convencional;;;;650;650
ES222250000619;Producción y reproducción;Caprino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785626;4637111;;;Convencional;;;;10;10
ES222250000625;Producción y reproducción;Ovino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781754;4639613;;;Convencional;;;;46;46
ES222250000625;Producción y reproducción;Caprino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781760;4639600;;;Convencional;;;;10;10
ES222250000635;Producción y reproducción;Caprino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778273;4633599;;;Convencional;;;;10;10
ES222250000635;Producción y reproducción;Ovino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778279;4633593;;;Convencional;;;10;500;510
ES222250000640;Producción y reproducción;Ovino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;786261;4634185;;;Convencional;;;;300;300
ES222250000640;Producción y reproducción;Caprino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;786268;4634188;;;Convencional;;;;10;10
ES222257200003;Pasto;Caprino;;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780415;4632148;;;Convencional;;;;10;10
ES222257200003;Pasto;Ovino;;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780415;4632148;;;Convencional;;;;1060;1060
ES222257200005;Pasto;Caprino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779501;4639217;;;Convencional;;;;10;10
ES222257200005;Pasto;Ovino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779501;4639217;;;Convencional;;;;300;300
ES222257200007;Pasto;Ovino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780951;4630865;;;Convencional;;;;1500;1500
ES222257200007;Pasto;Caprino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780951;4630865;;;;;;;10;10
ES222257200008;Pasto;Caprino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778313;4636621;;;Convencional;;;;10;10
ES222257200008;Pasto;Ovino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778316;4636621;;;Convencional;;;;1200;1200
ES222257200009;Pasto;Ovino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778425;4633570;;;;;;;600;600
ES222257200009;Pasto;Caprino;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778425;4633570;;;;;;;10;10
ES222260000613;Producción y reproducción;Caprino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;704650;4650260;;;Convencional;;;;10;10
ES222260000613;Producción y reproducción;Ovino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;704635;4650270;;;Convencional;;;;300;300
ES222260000617;Producción y reproducción;Ovino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;704437;4650820;;;Convencional;;;;606;606
ES222260000617;Producción y reproducción;Caprino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;704440;4650830;;;Convencional;;;;10;10
ES222260000627;Producción y reproducción;Ovino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;704084;4650573;;;Convencional;;;;571;571
ES222260000627;Producción y reproducción;Caprino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;704090;4650580;;;Convencional;;;;10;10
ES222260000629;Producción y reproducción;Caprino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;704970;4650375;;;Convencional;;;;10;10
ES222260000629;Producción y reproducción;Ovino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;704960;4650380;;;Convencional;;;;1105;1105
ES222260000635;Producción y reproducción;Caprino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;704907;4650169;;;Convencional;;;;10;10
ES222260000635;Producción y reproducción;Ovino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;704927;4650155;;;Convencional;;;;600;600
ES222260000637;Producción y reproducción;Ovino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;696169;4646020;;;;;;;1850;1850
ES222260000637;Producción y reproducción;Caprino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;696169;4646020;;;;;;;50;50
ES222267200006;Pasto;Ovino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;700351;4643565;;;;;;;1000;1000
ES222267200007;Pasto;Ovino;Reproducción para producción de carne;Tardienta;HUESCA;GRAÑÉN;30;699156;4642486;;;;;;;600;600
ES222270000603;Producción y reproducción;Caprino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;761345;4718533;;;Convencional;;;;10;10
ES222270000603;Producción y reproducción;Ovino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;761345;4718533;;;Convencional;;;;300;300
ES222270000606;Producción y reproducción;Ovino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;769210;4719630;;;Convencional;;;;11;11
ES222270000606;Producción y reproducción;Caprino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;769205;4719625;;;Convencional;;;;10;10
ES222270000609;Producción y reproducción;Caprino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;759933;4720175;;;Convencional;;;;140;140
ES222270000609;Producción y reproducción;Ovino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;759933;4720180;;;Convencional;;;;500;500
ES222270000610;Producción y reproducción;Ovino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;765952;4718676;;;Convencional;;;;400;400
ES222270000610;Producción y reproducción;Caprino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;765927;4718664;;;Convencional;;;;10;10
ES222270000613;Producción y reproducción;Caprino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;760122;4715984;;;Convencional;;;;50;50
ES222270000616;Producción y reproducción;Caprino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;768939;4718791;;;;;;;400;400
ES222277200001;Pasto;Ovino;;Tella-Sin;HUESCA;BOLTAÑA;30;762412;4721029;;;Convencional;;;;550;550
ES222277200001;Pasto;Caprino;;Tella-Sin;HUESCA;BOLTAÑA;30;762412;4721029;;;Convencional;;;;10;10
ES222277200002;Pasto;Caprino;;Tella-Sin;HUESCA;BOLTAÑA;30;760896;4719091;;;Convencional;;;;10;10
ES222277200002;Pasto;Ovino;;Tella-Sin;HUESCA;BOLTAÑA;30;760896;4719091;;;Convencional;;;;500;500
ES222277200003;Pasto;Ovino;;Tella-Sin;HUESCA;BOLTAÑA;30;771263;4722365;;;Convencional;;;;100;100
ES222277200003;Pasto;Caprino;;Tella-Sin;HUESCA;BOLTAÑA;30;771263;4722365;;;Convencional;;;;10;10
ES222277200004;Pasto;Caprino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;759956;4719646;;;;;;;10;10
ES222277200004;Pasto;Ovino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;759956;4719646;;;;;;;25;25
ES222277200005;Pasto;Caprino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;767767;4719154;;;;;;;300;300
ES222277200006;Pasto;Ovino;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;762737;4714880;;;;;;;150;150
ES222280000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Tierz;HUESCA;HUESCA;30;718698;4667832;;;Convencional;;;;;0
ES222280000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Tierz;HUESCA;HUESCA;30;718698;4667832;;;Convencional;;;;10;10
ES222290000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Tolva;HUESCA;GRAUS;30;794475;4668955;;;Convencional;;;;200;200
ES222290000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Tolva;HUESCA;GRAUS;30;794485;4668945;;;Convencional;;;;10;10
