explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad_menos_4meses;capacidad_4_y_12meses;capacidad_machos;capacidad_hembras;capacidad
ES441460000604;Producción y reproducción;Ovino;Reproducción para producción de carne;Mata de los Olmos (La);TERUEL;ALCORISA;30;708695;4527547;;;Convencional;;;;500;500
ES441470000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Mazaleón;TERUEL;VALDERROBRES;31;256145;4547934;;;Convencional;;;;200;200
ES441470000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Mazaleón;TERUEL;VALDERROBRES;31;256145;4547934;;;Convencional;;;;10;10
ES441470000610;Producción y reproducción;Ovino;Reproducción para producción de carne;Mazaleón;TERUEL;VALDERROBRES;30;756688;4546312;;;Convencional;;;;919;919
ES441470000610;Producción y reproducción;Caprino;Reproducción para producción de carne;Mazaleón;TERUEL;VALDERROBRES;30;756688;4546312;;;Convencional;;;;10;10
ES441477200001;Pasto;Caprino;;Mazaleón;TERUEL;VALDERROBRES;30;756514;4546222;;;Convencional;;;;10;10
ES441477200001;Pasto;Ovino;;Mazaleón;TERUEL;VALDERROBRES;30;756514;4546222;;;Convencional;;;;300;300
ES441477200002;Pasto;Ovino;;Mazaleón;TERUEL;VALDERROBRES;;;;;;;;;;2185;2185
ES441477200003;Pasto;Ovino;Reproducción para producción de carne;Mazaleón;TERUEL;VALDERROBRES;31;258566;4542873;;;;;;;520;520
ES441480000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Mezquita de Jarque;TERUEL;MONTALBÁN;30;679865;4510752;;;Convencional;;;;10;10
ES441480000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Mezquita de Jarque;TERUEL;MONTALBÁN;30;679865;4510752;;;Convencional;;;;2000;2000
ES441480000602;Producción y reproducción;Ovino;Reproducción para producción de carne;Mezquita de Jarque;TERUEL;MONTALBÁN;30;679881;4510254;;;Convencional;;;;490;490
ES441480000603;Producción y reproducción;Caprino;Reproducción para producción de carne;Mezquita de Jarque;TERUEL;MONTALBÁN;30;680377;4509484;;;Convencional;;;;10;10
ES441480000603;Producción y reproducción;Ovino;Reproducción para producción de carne;Mezquita de Jarque;TERUEL;MONTALBÁN;30;680377;4509484;;;Convencional;;;;660;660
ES441480000607;Producción y reproducción;Ovino;Reproducción para producción de carne;Mezquita de Jarque;TERUEL;MONTALBÁN;30;675948;4511011;;;;;;;540;540
ES441487200000;Pasto;Caprino;;Mezquita de Jarque;TERUEL;MONTALBÁN;30;680187;4509957;;;Convencional;;;;10;10
ES441487200000;Pasto;Ovino;;Mezquita de Jarque;TERUEL;MONTALBÁN;30;680187;4509957;;;Convencional;;;;4518;4518
ES441487200001;Pasto;Ovino;;Mezquita de Jarque;TERUEL;MONTALBÁN;30;680187;4509957;;;Convencional;;;;2184;2184
ES441487200001;Pasto;Caprino;;Mezquita de Jarque;TERUEL;MONTALBÁN;30;680187;4509957;;;Convencional;;;;10;10
ES441490000602;Producción y reproducción;Caprino;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;724568;4495160;;;Convencional;;;;10;10
ES441490000602;Producción y reproducción;Ovino;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;724568;4495160;;;Convencional;;;;500;500
ES441490000603;Producción y reproducción;Caprino;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;725841;4494043;;;Convencional;;;;10;10
ES441490000603;Producción y reproducción;Ovino;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;725859;4494066;;;Convencional;;;;500;500
ES441490000606;Producción y reproducción;Caprino;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;724756;4495773;;;Convencional;;;;122;122
ES441490000606;Producción y reproducción;Ovino;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;724756;4495773;;;;;;;10;10
ES441490000608;Producción y reproducción;Caprino;Reproducción para producción de leche;Mirambel;TERUEL;CANTAVIEJA;30;723607;4493449;;;Convencional;;;;300;300
ES441490000608;Producción y reproducción;Ovino;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;723607;4493449;;;;;;;10;10
ES441490000617;Producción y reproducción;Caprino;Reproducción para producción mixta;Mirambel;TERUEL;CANTAVIEJA;30;724429;4496132;;;Convencional;;;;285;285
ES441497200001;Pasto;Ovino;;Mirambel;TERUEL;CANTAVIEJA;30;724918;4496347;;;Convencional;;;;360;360
ES441497200001;Pasto;Caprino;;Mirambel;TERUEL;CANTAVIEJA;30;724918;4496347;;;Convencional;;;;10;10
ES441497200003;Pasto;Ovino;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;;;;;;;;;;1000;1000
ES441500000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Miravete de la Sierra;TERUEL;CANTAVIEJA;30;696369;4494303;;;Convencional;;;;10;10
ES441500000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Miravete de la Sierra;TERUEL;CANTAVIEJA;30;696369;4494303;;;Convencional;;;;262;262
ES441507200000;Pasto;Caprino;Reproducción para producción de carne;Miravete de la Sierra;TERUEL;CANTAVIEJA;30;695805;4494018;;;;;;;10;10
ES441507200000;Pasto;Ovino;Reproducción para producción de carne;Miravete de la Sierra;TERUEL;CANTAVIEJA;30;695805;4494018;;;;;;;1000;1000
ES441507200001;Pasto;Caprino;Reproducción para producción de carne;Miravete de la Sierra;TERUEL;CANTAVIEJA;30;695360;4496433;;;;;;;10;10
ES441507200001;Pasto;Ovino;Reproducción para producción de carne;Miravete de la Sierra;TERUEL;CANTAVIEJA;30;695360;4496433;;;;;;;530;530
ES441510000602;Producción y reproducción;Caprino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;711748;4517561;;;Convencional;;;;10;10
ES441510000602;Producción y reproducción;Ovino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;711748;4517561;;;Convencional;;;;1616;1616
ES441510000603;Centro de tipificación ovino o bovino;Ovino;;Molinos;TERUEL;ALCORISA;30;714139;4522547;;;;480;;;;480
ES441510000603;Centro de tipificación ovino o bovino;Caprino;;Molinos;TERUEL;ALCORISA;30;714139;4522547;;;;20;;;;20
ES441510000608;Producción y reproducción;Caprino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;715327;4521981;;;Convencional;;;;10;10
ES441510000608;Producción y reproducción;Ovino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;715327;4521981;;;Convencional;;;;298;298
ES441510000610;Producción y reproducción;Ovino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;714713;4519325;;;Convencional;;;;600;600
ES441510000613;Producción y reproducción;Ovino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;710492;4523302;;;Convencional;;;;530;530
ES441510000613;Producción y reproducción;Caprino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;710492;4523302;;;Convencional;;;;10;10
ES441510000614;Producción y reproducción;Ovino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;713908;4522306;;;Convencional;;;;1500;1500
ES441510000614;Producción y reproducción;Caprino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;713908;4522306;;;Convencional;;;;10;10
ES441510000615;Producción y reproducción;Caprino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;713791;4522708;;;Convencional;;;;10;10
ES441510000615;Producción y reproducción;Ovino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;713791;4522708;;;Convencional;;;;1009;1009
ES441510000618;Producción y reproducción;Ovino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;714485;4518312;;;Convencional;;;;277;277
ES441510000620;Producción y reproducción;Ovino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;713344;4519533;;;Convencional;;;;350;350
ES441510000620;Producción y reproducción;Caprino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;713344;4519543;;;;;;;10;10
ES441510000621;Producción y reproducción;Ovino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;711794;4522871;;;;;;;300;300
ES441510000622;Producción y reproducción;Ovino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;30;712646;4520615;;;;;;;450;450
ES441517200000;Pasto;Ovino;Reproducción para producción de carne;Molinos;TERUEL;ALCORISA;;;;;;;1165;;;;1165
ES441520000604;Producción y reproducción;Ovino;Reproducción para producción de carne;Monforte de Moyuela;TERUEL;CALAMOCHA;30;666902;4546745;;;Convencional;;;;337;337
ES441520000607;Producción y reproducción;Ovino;Reproducción para producción de carne;Monforte de Moyuela;TERUEL;CALAMOCHA;30;669957;4549309;;;Convencional;;;;346;346
ES441520000608;Producción y reproducción;Ovino;Reproducción para producción de carne;Monforte de Moyuela;TERUEL;CALAMOCHA;30;667165;4546639;;;Convencional;;;;440;440
ES441520000617;Producción y reproducción;Caprino;Reproducción para producción de carne;Monforte de Moyuela;TERUEL;CALAMOCHA;30;667966;4547954;;;;;;;5;5
ES441520000617;Producción y reproducción;Ovino;Reproducción para producción de carne;Monforte de Moyuela;TERUEL;CALAMOCHA;30;667966;4547954;;;;;;;495;495
ES441527200000;Pasto;Ovino;;Monforte de Moyuela;TERUEL;CALAMOCHA;30;667395;4546049;;;Convencional;;;;2980;2980
ES441527200000;Pasto;Caprino;;Monforte de Moyuela;TERUEL;CALAMOCHA;30;667395;4546049;;;Convencional;;;;10;10
ES441530000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;636216;4517069;;;Convencional;;;;10;10
ES441530000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;636216;4517069;;;Convencional;;;;780;780
ES441530000610;Producción y reproducción;Ovino;Reproducción para producción de carne;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;638755;4516503;;;Convencional;;;;708;708
ES441530000610;Producción y reproducción;Caprino;Reproducción para producción de carne;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;638755;4516503;;;Convencional;;;;10;10
ES441530000611;Producción y reproducción;Caprino;Reproducción para producción de carne;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;638755;4516503;;;Convencional;;;;10;10
ES441530000611;Producción y reproducción;Ovino;Reproducción para producción de carne;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;638755;4516503;;;Convencional;;;;750;750
ES441530000625;Producción y reproducción;Caprino;Reproducción para producción de carne;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;638755;4516503;;;Convencional;;;;10;10
ES441530000625;Producción y reproducción;Ovino;Reproducción para producción de carne;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;638755;4516503;;;Convencional;;;;698;698
ES441530000634;Producción y reproducción;Ovino;Cebo o Cebadero;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;639730;4516466;;;Convencional;5000;;;;5000
ES441530000638;Producción y reproducción;Caprino;Reproducción para producción de carne;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;639940;4512402;;;;;;;10;10
ES441530000638;Producción y reproducción;Ovino;Reproducción para producción de carne;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;639940;4512402;;;;;;;320;320
ES441530000639;Producción y reproducción;Ovino;Reproducción para producción de carne;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;639824;4517012;;;;;;;700;700
ES441530000641;Producción y reproducción;Ovino;Cebo o Cebadero;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;634671;4517414;;;;800;;;;800
ES441537200000;Pasto;Caprino;;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;636246;4515550;;;Convencional;;;;10;10
ES441537200000;Pasto;Ovino;;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;636246;4515550;;;Convencional;;;;7000;7000
ES441540000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;753896;4518642;;;Convencional;;;;10;10
ES441540000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;753896;4518642;;;Convencional;;;;125;125
ES441540000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;751288;4516830;;;Convencional;;;;85;85
ES441540000607;Producción y reproducción;Ovino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;31;247249;4518553;;;Convencional;;;;350;350
ES441540000607;Producción y reproducción;Caprino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;31;247249;4518553;;;Convencional;;;;10;10
ES441540000612;Producción y reproducción;Caprino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;748295;4517475;;;Convencional;;;;10;10
ES441540000612;Producción y reproducción;Ovino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;748295;4517475;;;Convencional;;;;602;602
ES441540000613;Producción y reproducción;Caprino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;748255;4517420;;;Convencional;;;;10;10
ES441540000615;Producción y reproducción;Caprino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;748255;4517420;;;Convencional;;;;10;10
ES441540000615;Producción y reproducción;Ovino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;748255;4517420;;;Convencional;;;;296;296
ES441540000622;Producción y reproducción;Caprino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;754553;4516703;;;Convencional;;;;10;10
ES441540000622;Producción y reproducción;Ovino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;754553;4516703;;;Convencional;;;;150;150
ES441540000623;Producción y reproducción;Caprino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;750172;4520055;;;Convencional;;;;10;10
ES441540000623;Producción y reproducción;Ovino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;750172;4520055;;;Convencional;;;;300;300
ES441547200001;Pasto;Ovino;;Monroyo;TERUEL;VALDERROBRES;30;754842;4518442;;;Convencional;;;;0;0
ES441547200001;Pasto;Caprino;;Monroyo;TERUEL;VALDERROBRES;30;754842;4518442;;;Convencional;;;;10;10
ES441547200002;Pasto;Ovino;;Monroyo;TERUEL;VALDERROBRES;30;753356;4516409;;;Convencional;;;;0;0
ES441547200002;Pasto;Caprino;;Monroyo;TERUEL;VALDERROBRES;30;753356;4516409;;;Convencional;;;;10;10
ES441547200003;Pasto;Ovino;;Monroyo;TERUEL;VALDERROBRES;;;;;;Convencional;;;;600;600
ES441547200005;Pasto;Ovino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;;;;;;;;;;500;500
ES441547200006;Pasto;Ovino;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;31;259914;4517313;;;;;;;35;35
ES441550000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Montalbán;TERUEL;MONTALBÁN;30;686878;4521268;;;Convencional;;;;10;10
ES441550000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Montalbán;TERUEL;MONTALBÁN;30;686878;4521268;;;Convencional;;;;283;283
ES441550000609;Producción y reproducción;Ovino;Reproducción para producción de carne;Montalbán;TERUEL;MONTALBÁN;30;686742;4522851;;;Convencional;;;;650;650
ES441550000609;Producción y reproducción;Caprino;Reproducción para producción de carne;Montalbán;TERUEL;MONTALBÁN;30;686742;4522851;;;Convencional;;;;10;10
ES441550000610;Producción y reproducción;Ovino;Reproducción para producción de carne;Montalbán;TERUEL;MONTALBÁN;30;684727;4527877;;;Convencional;;;;1020;1020
ES441550000610;Producción y reproducción;Caprino;Reproducción para producción de carne;Montalbán;TERUEL;MONTALBÁN;30;684727;4527877;;;Convencional;;;;10;10
ES441550000619;Producción y reproducción;Ovino;Reproducción para producción de carne;Montalbán;TERUEL;MONTALBÁN;30;682955;4522121;;;Convencional;;;;460;460
ES441550000621;Producción y reproducción;Caprino;Reproducción para producción de carne;Montalbán;TERUEL;MONTALBÁN;30;683141;4522710;;;;;;;10;10
ES441550000621;Producción y reproducción;Ovino;Reproducción para producción de carne;Montalbán;TERUEL;MONTALBÁN;30;683141;4522710;;;;;;;600;600
ES441557200000;Pasto;Ovino;;Montalbán;TERUEL;MONTALBÁN;30;687405;4522527;;;Convencional;;;;2000;2000
ES441557200000;Pasto;Caprino;;Montalbán;TERUEL;MONTALBÁN;30;687405;4522527;;;Convencional;;;;10;10
ES441560000603;Producción y reproducción;Ovino;Reproducción para producción de carne;Monteagudo del Castillo;TERUEL;TERUEL;30;685195;4480554;;;Convencional;;;;410;410
ES441560000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Monteagudo del Castillo;TERUEL;TERUEL;30;690115;4476810;;;Convencional;;;;10;10
ES441560000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Monteagudo del Castillo;TERUEL;TERUEL;30;690115;4476810;;;Convencional;;;;360;360
ES441560000606;Producción y reproducción;Caprino;Reproducción para producción de carne;Monteagudo del Castillo;TERUEL;TERUEL;30;685577;4480475;;;Convencional;;;;10;10
ES441560000606;Producción y reproducción;Ovino;Reproducción para producción de carne;Monteagudo del Castillo;TERUEL;TERUEL;30;685577;4480475;;;Convencional;;;;14;14
ES441560000608;Producción y reproducción;Caprino;Reproducción para producción de carne;Monteagudo del Castillo;TERUEL;TERUEL;30;684799;4481264;;;Convencional;;;;10;10
ES441560000608;Producción y reproducción;Ovino;Reproducción para producción de carne;Monteagudo del Castillo;TERUEL;TERUEL;30;684799;4481264;;;Convencional;;;;354;354
ES441567200000;Pasto;Ovino;;Monteagudo del Castillo;TERUEL;TERUEL;30;685938;4481120;;;Convencional;;;;3500;3500
ES441567200000;Pasto;Caprino;;Monteagudo del Castillo;TERUEL;TERUEL;30;685938;4481120;;;Convencional;;;;10;10
ES441577200000;Pasto;Caprino;;Monterde de Albarracín;TERUEL;ALBARRACÍN;30;628376;4480770;;;Convencional;;;;10;10
ES441577200000;Pasto;Ovino;;Monterde de Albarracín;TERUEL;ALBARRACÍN;30;628376;4480770;;;Convencional;;;;0;0
ES441580000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;688425;4454577;;;Convencional;;;;93;93
ES441580000602;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;688425;4454577;;;Convencional;;;;239;239
ES441580000604;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;693948;4461946;;;Convencional;;;;183;183
ES441580000604;Producción y reproducción;Caprino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;693948;4461946;;;Convencional;;;;10;10
ES441580000606;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;690946;4456674;;;Convencional;;;;16;16
ES441580000606;Producción y reproducción;Caprino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;690946;4456674;;;Convencional;;;;10;10
ES441580000607;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;690911;4460379;;;Convencional;;;;205;205
ES441580000607;Producción y reproducción;Caprino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;690911;4460379;;;Convencional;;;;10;10
ES441580000608;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;690911;4460379;;;Convencional;;;;205;205
ES441580000612;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;692190;4456700;;;Convencional;;;;535;535
ES441580000612;Producción y reproducción;Caprino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;692190;4456700;;;Convencional;;;;10;10
ES441580000616;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;693810;4455228;;;Convencional;;;;87;87
ES441580000618;Producción y reproducción;Caprino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;690711;4458193;;;Convencional;;;;10;10
ES441580000618;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;690711;4458193;;;Convencional;;;;400;400
ES441580000622;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;692743;4460847;;;Convencional;;;;300;300
ES441580000622;Producción y reproducción;Caprino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;692743;4460847;;;Convencional;;;;10;10
ES441580000626;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;690308;4447744;;;Convencional;;;;118;118
ES441580000629;Producción y reproducción;Caprino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;688123;4460367;;;Convencional;;;;10;10
ES441580000640;Producción y reproducción;Ovino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;690020;4455124;;;;;;;400;400
ES441580000640;Producción y reproducción;Caprino;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;690020;4455124;;;;;;;10;10
ES441587200000;Pasto;Caprino;;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;691659;4460049;;;Convencional;;;;10;10
ES441587200000;Pasto;Ovino;;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;691659;4460049;;;Convencional;;;;6000;6000
ES441590000603;Producción y reproducción;Caprino;Reproducción para producción de carne;Moscardón;TERUEL;ALBARRACÍN;30;624033;4465411;;;;;;;16;16
ES441590000603;Producción y reproducción;Ovino;Reproducción para producción de carne;Moscardón;TERUEL;ALBARRACÍN;30;624033;4465411;;;Convencional;;;;600;600
ES441590000801;Centro de enseñanza;Ovino;Cebo o Cebadero;Moscardón;TERUEL;ALBARRACÍN;30;623813;4464339;;;;;10;;;10
ES441590000801;Centro de enseñanza;Caprino;Cebo o Cebadero;Moscardón;TERUEL;ALBARRACÍN;30;623813;4464339;;;;;8;;;8
ES441600000609;Producción y reproducción;Ovino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;718252;4473912;;;Convencional;;;;350;350
ES441600000612;Producción y reproducción;Caprino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;717058;4470173;;;Convencional;;;;10;10
ES441600000612;Producción y reproducción;Ovino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;717058;4470173;;;Convencional;;;;120;120
ES441600000616;Producción y reproducción;Caprino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;711861;4471666;;;Convencional;;;;10;10
ES441600000616;Producción y reproducción;Ovino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;711861;4471666;;;Convencional;;;;441;441
ES441600000617;Producción y reproducción;Ovino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;711560;4477065;;;Convencional;;;;944;944
ES441600000619;Producción y reproducción;Ovino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;716658;4472084;;;Convencional;;;;150;150
ES441600000621;Producción y reproducción;Caprino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;715163;4474587;;;Convencional;;;;10;10
ES441600000621;Producción y reproducción;Ovino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;715163;4474587;;;Convencional;;;;330;330
ES441600000623;Producción y reproducción;Caprino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;717234;4470226;;;Convencional;;;;107;107
ES441600000623;Producción y reproducción;Ovino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;717234;4470254;;;;;;;107;107
ES441600000626;Producción y reproducción;Ovino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;709695;4476240;;;Convencional;;;;500;500
ES441600000634;Producción y reproducción;Ovino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;724655;4478311;;;Convencional;;;;1000;1000
ES441600000634;Producción y reproducción;Caprino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;724655;4478311;;;Convencional;;;;10;10
ES441600000637;Producción y reproducción;Caprino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;720938;4468627;;;Convencional;;;;10;10
ES441600000637;Producción y reproducción;Ovino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;720938;4468627;;;Convencional;;;;400;400
ES441607200000;Pasto;Caprino;;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;714865;4470237;;;Convencional;;;;10;10
ES441607200000;Pasto;Ovino;;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;714865;4470237;;;Convencional;;;;9039;9039
ES441607200001;Pasto;Ovino;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;713502;4475126;;;;;;;400;400
ES441607200001;Pasto;Caprino;;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;713502;4475126;;;;;;;;0
ES441610000610;Producción y reproducción;Ovino;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;685395;4548734;;;Convencional;;;;608;608
ES441610000610;Producción y reproducción;Caprino;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;685395;4548734;;;Convencional;;;;10;10
ES441610000616;Producción y reproducción;Ovino;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;685760;4550994;;;Convencional;;;;600;600
ES441610000616;Producción y reproducción;Caprino;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;685760;4550994;;;Convencional;;;;10;10
ES441610000619;Producción y reproducción;Caprino;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;684164;4544120;;;Convencional;;;;10;10
ES441610000619;Producción y reproducción;Ovino;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;684164;4544120;;;Convencional;;;;600;600
ES441610000622;Producción y reproducción;Ovino;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;687911;4551993;;;;;;;1000;1000
ES441617200000;Pasto;Caprino;;Muniesa;TERUEL;MUNIESA;30;683969;4544740;;;Convencional;;;;10;10
ES441617200000;Pasto;Ovino;;Muniesa;TERUEL;MUNIESA;30;683969;4544740;;;Convencional;;;;8000;8000
ES441617200001;Pasto;Ovino;;Muniesa;TERUEL;MUNIESA;30;687607;4552556;;;;;;;670;670
ES441617200001;Pasto;Caprino;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;687607;4552556;;;;;;;10;10
ES441617200002;Pasto;Ovino;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;691937;4550947;;;;;;;900;900
ES441617200002;Pasto;Caprino;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;691937;4550947;;;;;;;10;10
ES441630000601;Producción y reproducción;Caprino;Reproducción para producción de leche;Noguera de Albarracín;TERUEL;ALBARRACÍN;30;619062;4479181;;;Convencional;;;;587;587
ES441630000601;Producción y reproducción;Ovino;Reproducción para producción de leche;Noguera de Albarracín;TERUEL;ALBARRACÍN;30;619062;4479181;;;Convencional;;;;10;10
