explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad_cebo;capacidad_lechones;capacidad_recria;capacidad_cerdas;capacidad_reposicion;capacidad_verracos;capacidad
ES502300000050;Producción y reproducción;Cerdos;Cebo o Cebadero;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;635940;4678310;Intensivo;Grupo Segundo;;2000;;;;;;2000
ES502300000051;Producción y reproducción;Cerdos;Cebo o Cebadero;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;642369;4680300;Intensivo;Grupo Tercero;;4096;;;;;;4096
ES502300000052;Producción y reproducción;Cerdos;Cebo o Cebadero;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;636421;4686675;Intensivo;Grupo Tercero;;4173;;;;;;4173
ES502300000053;Producción y reproducción;Cerdos;Transición de lechones;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;634726;4676825;Intensivo;Grupo Segundo;;;8352;;;;;8352
ES502300000054;Producción y reproducción;Cerdos;Cebo o Cebadero;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;637182;4687678;Intensivo;Grupo Segundo;;2000;;;;;;2000
ES502300000055;Producción y reproducción;Cerdos;Cebo o Cebadero;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;634647;4678251;Intensivo;Grupo Segundo;;2000;;;;;;2000
ES502300000056;Producción y reproducción;Cerdos;Cebo o Cebadero;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;634745;4675204;Intensivo;Grupo Tercero;;5764;;;;;;5764
ES502300000057;Producción y reproducción;Cerdos;Cebo o Cebadero;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;636456;4676429;Intensivo;Grupo Tercero;;4890;;;;;;4890
ES502300000058;Producción y reproducción;Cerdos;Cebo o Cebadero;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;634587;4681628;Intensivo;Grupo Segundo;;1800;;;;;;1800
ES502300000059;Producción y reproducción;Cerdos;Cebo o Cebadero;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;638969;4678085;Intensivo;Grupo Segundo;;2002;;;;;;2002
ES502320000005;Producción y reproducción;Cerdos;Producción de lechones;Salvatierra de Esca;ZARAGOZA;JACA;30;663174;4726175;Intensivo;Grupo Primero;Convencional;;;;100;;;100
ES502330000001;Producción y reproducción;Cerdos;Recría de reproductores;Samper del Salz;ZARAGOZA;BELCHITE;30;681782;4564002;Intensivo;Grupo Segundo;;;;2000;;;;2000
ES502340000001;Producción y reproducción;Cerdos;Producción de lechones;San Martín de la Virgen de Moncayo;ZARAGOZA;TARAZONA;30;600644;4632932;Intensivo;Grupo Primero;Convencional;;;;390;;;390
ES502350000003;Producción y reproducción;Cerdos;Producción de lechones;San Mateo de Gállego;ZARAGOZA;ZUERA;30;684635;4634184;Intensivo;Grupo Segundo;Convencional;;;;814;;;814
ES502350000011;Producción y reproducción;Cerdos;Cebo o Cebadero;San Mateo de Gállego;ZARAGOZA;ZUERA;30;684591;4630482;Intensivo;Grupo Primero;Convencional;1360;;;;;;1360
ES502350000013;Producción y reproducción;Cerdos;Cebo o Cebadero;San Mateo de Gállego;ZARAGOZA;ZUERA;30;686323;4633153;Intensivo;Grupo Primero;Convencional;767;;;;;;767
ES502350000016;Producción y reproducción;Cerdos;Cebo o Cebadero;San Mateo de Gállego;ZARAGOZA;ZUERA;30;685945;4633938;Intensivo;Grupo Primero;Convencional;500;;;;;;500
ES502350000017;Producción y reproducción;Cerdos;Cebo o Cebadero;San Mateo de Gállego;ZARAGOZA;ZUERA;30;685426;4632402;Intensivo;Grupo Primero;Convencional;563;;;;;;563
ES502350000018;Producción y reproducción;Cerdos;Cebo o Cebadero;San Mateo de Gállego;ZARAGOZA;ZUERA;30;684958;4632951;Intensivo;Grupo Primero;Convencional;384;;;;;;384
ES502350000019;Producción y reproducción;Cerdos;Cebo o Cebadero;San Mateo de Gállego;ZARAGOZA;ZUERA;30;685315;4635794;Intensivo;Grupo Primero;Convencional;600;;;;;;600
ES502350000021;Producción y reproducción;Cerdos;Cebo o Cebadero;San Mateo de Gállego;ZARAGOZA;ZUERA;30;687172;4633307;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES502350000033;Producción y reproducción;Cerdos;Tipo mixto;San Mateo de Gállego;ZARAGOZA;ZUERA;30;685175;4634703;Intensivo;Grupo Tercero;Convencional;436;;;500;;;936
ES502350000053;Producción y reproducción;Cerdos;Centros de cuarentena;San Mateo de Gállego;ZARAGOZA;ZUERA;30;684664;4632596;Intensivo;Grupo Primero;Convencional;;;;;;14;14
ES502350000054;Producción y reproducción;Cerdos;Centros de recogida de semen;San Mateo de Gállego;ZARAGOZA;ZUERA;30;689663;4631646;Intensivo;Grupo Primero;Convencional;;;;;;396;396
ES502350000055;Producción y reproducción;Cerdos;Cebo o Cebadero;San Mateo de Gállego;ZARAGOZA;ZUERA;30;687619;4631342;Intensivo;Grupo Segundo;Convencional;2080;;;;;;2080
ES502350000056;Producción y reproducción;Cerdos;Cebo o Cebadero;San Mateo de Gállego;ZARAGOZA;ZUERA;30;687372;4636384;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES502350000057;Producción y reproducción;Cerdos;Cebo o Cebadero;San Mateo de Gállego;ZARAGOZA;ZUERA;30;689373;4637120;Intensivo;Grupo Segundo;Convencional;1994;;;;;;1994
ES502350000058;Producción y reproducción;Cerdos;Cebo o Cebadero;San Mateo de Gállego;ZARAGOZA;ZUERA;30;687070;4629465;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES502350000059;Producción y reproducción;Cerdos;Producción de lechones;San Mateo de Gállego;ZARAGOZA;ZUERA;30;689865;4639095;Intensivo;Grupo Tercero;;;;;3059;696;6;3761
ES502350000060;Producción y reproducción;Cerdos;Producción de lechones;San Mateo de Gállego;ZARAGOZA;ZUERA;30;688285;4637285;Intensivo;Grupo Tercero;;;;;3056;696;6;3758
ES502360000002;Producción y reproducción;Cerdos;Cebo o Cebadero;Santa Cruz de Grío;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;630768;4579850;Intensivo;Grupo Segundo;;2288;;;;;;2288
ES502370000004;Producción y reproducción;Cerdos;Cebo o Cebadero;Santa Cruz de Moncayo;ZARAGOZA;TARAZONA;30;603541;4638249;Intensivo;Grupo Segundo;Convencional;1272;;;;;;1272
ES502370000005;Producción y reproducción;Cerdos;Cebo o Cebadero;Santa Cruz de Moncayo;ZARAGOZA;TARAZONA;30;603814;4637810;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES502380000001;Producción y reproducción;Cerdos;Cebo o Cebadero;Santa Eulalia de Gállego;ZARAGOZA;AYERBE;30;684777;4682208;Intensivo;Grupo Segundo;Convencional;3216;;;;;;3216
ES502400000001;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;720020;4573737;Intensivo;Grupo Segundo;Convencional;4200;;;;;;4200
ES502400000003;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;721907;4577167;Intensivo;Grupo Segundo;Convencional;2096;;;;;;2096
ES502400000005;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;723177;4578602;Intensivo;Grupo Segundo;Convencional;1865;;;;;;1865
ES502400000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;722592;4579601;Intensivo;Grupo Tercero;Convencional;6158;;;;;;6158
ES502400000007;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;739626;4575194;Intensivo;Grupo Segundo;Convencional;5975;;;;;;5975
ES502400000009;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;722863;4578907;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES502400000010;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;720665;4576563;Intensivo;Grupo Segundo;Convencional;2080;;;;;;2080
ES502400000011;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;720042;4574676;Intensivo;Grupo Primero;;830;;;;;;830
ES502400000012;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;718854;4574638;Intensivo;Grupo Segundo;;2000;;;;;;2000
ES502400000013;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;724154;4579809;Intensivo;Grupo Tercero;;6120;;;;;;6120
ES502400000014;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;722232;4581723;Intensivo;Grupo Segundo;;2000;;;;;;2000
ES502400000015;Producción y reproducción;Cerdos;Cebo o Cebadero;Sástago;ZARAGOZA;QUINTO;30;737800;4574470;Intensivo;Grupo Segundo;Integrado ;3644;;;;;;3644
ES502430000001;Producción y reproducción;Cerdos;Transición de lechones;Sestrica;ZARAGOZA;ILLUECA;30;618127;4595844;Intensivo;Grupo Segundo;;;6000;;;;;6000
ES502440000001;Producción y reproducción;Cerdos;Cebo o Cebadero;Sierra de Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;672730;4658934;Intensivo;Grupo Segundo;Convencional;1022;;;;;;1022
ES502440000002;Producción y reproducción;Cerdos;Cebo o Cebadero;Sierra de Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;674626;4659453;Intensivo;Grupo Tercero;Convencional;3000;;;;;;3000
ES502440000003;Producción y reproducción;Cerdos;Producción de lechones;Sierra de Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;669220;4659355;Intensivo;Grupo Primero;Convencional;;;;2400;;;2400
ES502440000004;Producción y reproducción;Cerdos;Cebo o Cebadero;Sierra de Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;672452;4660289;Intensivo;Grupo Segundo;Convencional;3060;;;;;;3060
ES502440000005;Producción y reproducción;Cerdos;Producción de lechones;Sierra de Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;669265;4657172;Intensivo;Grupo Tercero;;;;;2400;446;;2846
ES502440000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Sierra de Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;673452;4659827;Intensivo;Grupo Segundo;;6615;;;;;;6615
ES502440000007;Producción y reproducción;Cerdos;Transición de lechones;Sierra de Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;673950;4658600;Intensivo;Grupo Segundo;;;15360;;;;;15360
ES502490000006;Producción y reproducción;Cerdos;Producción de lechones;Tabuenca;ZARAGOZA;BORJA;30;621741;4617195;Intensivo;Grupo Segundo;Convencional;;;;724;;;724
ES502490000026;Producción y reproducción;Cerdos;Cebo o Cebadero;Tabuenca;ZARAGOZA;BORJA;30;620910;4617339;Intensivo;Grupo Segundo;Convencional;1375;;;;;;1375
ES502490000036;Producción y reproducción;Cerdos;Cebo o Cebadero;Tabuenca;ZARAGOZA;BORJA;30;623963;4613829;Intensivo;Grupo Primero;Convencional;363;;;;;;363
ES502510000024;Producción y reproducción;Cerdos;Selección;Tarazona;ZARAGOZA;TARAZONA;30;603928;4639739;Intensivo;Grupo Primero;Convencional;;;;350;;;350
ES502510000034;Producción y reproducción;Cerdos;Producción de lechones;Tarazona;ZARAGOZA;TARAZONA;30;604073;4639276;Intensivo;Grupo Segundo;Convencional;;;;480;;;480
ES502510000038;Producción y reproducción;Cerdos;Producción de lechones;Tarazona;ZARAGOZA;TARAZONA;30;605127;4640435;Intensivo;Grupo Primero;Convencional;;;;470;;;470
ES502510000075;Producción y reproducción;Cerdos;Cebo o Cebadero;Tarazona;ZARAGOZA;TARAZONA;30;594670;4647269;Intensivo;Grupo Segundo;Convencional;1465;;;;;;1465
ES502510000076;Producción y reproducción;Cerdos;Producción de lechones;Tarazona;ZARAGOZA;TARAZONA;30;609273;4640344;Intensivo;Grupo Segundo;Convencional;;;;992;100;4;1096
ES502510000077;Producción y reproducción;Cerdos;Producción de lechones;Tarazona;ZARAGOZA;TARAZONA;30;601119;4633720;Intensivo;Grupo Primero;Convencional;;;;260;25;2;287
ES502510000078;Producción y reproducción;Cerdos;Cebo o Cebadero;Tarazona;ZARAGOZA;TARAZONA;30;604882;4642994;Intensivo;Grupo Segundo;;3960;;;;;;3960
ES502510000079;Producción y reproducción;Cerdos;Cebo o Cebadero;Tarazona;ZARAGOZA;TARAZONA;30;596636;4645799;Intensivo;Grupo Segundo;Convencional;1990;;;;;;1990
ES502510000080;Producción y reproducción;Cerdos;Producción de lechones;Tarazona;ZARAGOZA;TARAZONA;30;610094;4641244;Intensivo;Grupo Segundo;;;;;1652;155;6;1813
ES502510000081;Producción y reproducción;Cerdos;Cebo o Cebadero;Tarazona;ZARAGOZA;TARAZONA;30;595960;4640556;Intensivo;Grupo Tercero;;3328;;;;;;3328
ES502510000082;Producción y reproducción;Cerdos;Centros de recogida de semen;Tarazona;ZARAGOZA;TARAZONA;30;602088;4648924;Intensivo;Grupo Primero;;;;;;63;300;363
ES502520000003;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;644845;4642280;Intensivo;Grupo Segundo;Convencional;1200;;;;;;1200
ES502520000009;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;645567;4645011;Intensivo;Grupo Segundo;Convencional;;;;600;;;600
ES502520000010;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;644822;4647545;Intensivo;Grupo Segundo;Convencional;;;1440;420;80;2;1942
ES502520000011;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;642784;4647944;Intensivo;Grupo Segundo;Convencional;;;;1104;;;1104
ES502520000012;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;645590;4650454;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES502520000013;Producción y reproducción;Cerdos;Producción de ciclo cerrado;Tauste;ZARAGOZA;TAUSTE;30;639989;4644355;Intensivo;Grupo Segundo;Convencional;;;;200;;;200
ES502520000015;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;644011;4649531;Intensivo;Grupo Segundo;Convencional;;;;713;30;1;744
ES502520000016;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;644610;4637539;Intensivo;Grupo Segundo;Convencional;;;;661;;;661
ES502520000018;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;637765;4641891;Intensivo;Grupo Segundo;Convencional;;;;740;;;740
ES502520000019;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;644948;4650616;Intensivo;Grupo Primero;Convencional;;;;1800;;;1800
ES502520000024;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;640687;4641171;Intensivo;Grupo Primero;Convencional;;;906;546;75;;1527
ES502520000028;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;642177;4642978;Intensivo;Grupo Segundo;Convencional;;;;537;;;537
ES502520000030;Producción y reproducción;Cerdos;Tipo mixto;Tauste;ZARAGOZA;TAUSTE;30;640279;4649589;Intensivo;Grupo Segundo;Convencional;1040;;450;588;20;2;2100
ES502520000031;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;643740;4643606;Intensivo;Grupo Segundo;Convencional;1440;;;;;;1440
ES502520000033;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;644156;4645422;Intensivo;Grupo Tercero;Convencional;;;;1932;200;4;2136
ES502520000034;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;643567;4644499;Intensivo;Grupo Segundo;Convencional;;;;540;;;540
ES502520000035;Producción y reproducción;Cerdos;Multiplicación;Tauste;ZARAGOZA;TAUSTE;30;642162;4652802;Intensivo;Grupo Segundo;Convencional;2496;3650;;792;;;6938
ES502520000036;Producción y reproducción;Cerdos;Transición de lechones;Tauste;ZARAGOZA;TAUSTE;30;645530;4644944;Intensivo;Grupo Primero;Convencional;;2785;;;;;2785
ES502520000038;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;640472;4642006;Intensivo;Grupo Primero;Convencional;;;;480;;;480
ES502520000040;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;642396;4642671;Intensivo;Grupo Segundo;Convencional;;;;750;;;750
ES502520000041;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;643375;4643214;Intensivo;Grupo Segundo;Convencional;;;;1175;;;1175
ES502520000045;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;647178;4649620;Intensivo;Grupo Segundo;Convencional;;;5968;2160;400;;8528
ES502520000046;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;646654;4648933;Intensivo;Grupo Segundo;Convencional;;;;2400;384;6;2790
ES502520000048;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;641021;4643815;Intensivo;Grupo Segundo;Convencional;;;;480;50;2;532
ES502520000049;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;648353;4652444;Intensivo;Grupo Segundo;Convencional;1984;;;;;;1984
ES502520000050;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;635547;4646408;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES502520000051;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;644406;4648345;Intensivo;Grupo Segundo;Convencional;;;;745;;;745
ES502520000056;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;644811;4644172;Intensivo;Grupo Primero;Convencional;610;;;;;;610
ES502520000062;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;640442;4641785;Intensivo;Grupo Primero;Convencional;780;;;;;;780
ES502520000063;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;644724;4640487;Intensivo;Grupo Segundo;Convencional;;;;370;;;370
ES502520000074;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;645162;4644579;Intensivo;Grupo Primero;Convencional;1021;;;;;;1021
ES502520000077;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;644461;4639719;Intensivo;Grupo Segundo;Convencional;;;;1248;150;6;1404
ES502520000082;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;637132;4643270;Intensivo;Grupo Segundo;Convencional;2950;;;;;;2950
ES502520000083;Producción y reproducción;Cerdos;Tipo mixto;Tauste;ZARAGOZA;TAUSTE;30;643182;4639673;Intensivo;Grupo Segundo;Convencional;;;;636;;;636
ES502520000084;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;640627;4648705;Intensivo;Grupo Segundo;Convencional;;;;500;30;;530
ES502520000087;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;643623;4648528;Intensivo;Grupo Segundo;Convencional;;;;1160;52;5;1217
ES502520000088;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;642237;4643792;Intensivo;Grupo Segundo;Convencional;;1920;;480;40;2;2442
ES502520000091;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;640162;4645293;Intensivo;Grupo Segundo;Convencional;;;;981;360;5;1346
ES502520000094;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;641785;4648093;Intensivo;Grupo Segundo;Convencional;1030;;;;;;1030
ES502520000095;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;636273;4646889;Intensivo;Grupo Tercero;Convencional;4380;;;;;;4380
ES502520000096;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;641682;4642146;Intensivo;Grupo Segundo;Convencional;1848;;;;;;1848
ES502520000098;Producción y reproducción;Cerdos;Transición de lechones;Tauste;ZARAGOZA;TAUSTE;30;647625;4651945;Intensivo;Grupo Primero;Convencional;;2313;;;;;2313
ES502520000099;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;643143;4646981;Intensivo;Grupo Segundo;Convencional;2700;;;;;;2700
ES502520000100;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;639320;4641543;Intensivo;Grupo Primero;Convencional;700;;;;;;700
ES502520000101;Producción y reproducción;Cerdos;Transición de lechones;Tauste;ZARAGOZA;TAUSTE;30;639569;4640019;Intensivo;Grupo Primero;Convencional;;2382;;;;;2382
ES502520000102;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;639200;4650293;Intensivo;Grupo Tercero;Convencional;3080;;;;;;3080
ES502520000103;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;646671;4645010;Intensivo;Grupo Tercero;Convencional;3472;;;;;;3472
ES502520000104;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;642886;4648547;Intensivo;Grupo Segundo;Convencional;;;;942;158;6;1106
ES502520000105;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;641189;4647108;Intensivo;Grupo Segundo;Convencional;;;;450;;;450
ES502520000106;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;635487;4646431;Intensivo;Grupo Segundo;Convencional;;;;1100;;;1100
ES502520000107;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;642252;4649744;Intensivo;Grupo Segundo;Convencional;;;;1074;;;1074
ES502520000108;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;645699;4644377;Intensivo;Grupo Segundo;Convencional;;;;750;;;750
ES502520000110;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;644421;4649993;Intensivo;Grupo Primero;Convencional;;;;736;75;3;814
ES502520000111;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;638882;4643338;Intensivo;Grupo Primero;Convencional;;;;439;;;439
ES502520000112;Producción y reproducción;Cerdos;Transición de lechones;Tauste;ZARAGOZA;TAUSTE;30;639708;4641264;Intensivo;Grupo Primero;Convencional;;1649;;;;;1649
ES502520000113;Producción y reproducción;Cerdos;Transición de lechones;Tauste;ZARAGOZA;TAUSTE;30;644788;4648889;Intensivo;Grupo Segundo;Convencional;;15000;;;;;15000
ES502520000114;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;640896;4644777;Intensivo;Grupo Primero;Convencional;;;;600;66;3;669
ES502520000115;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;637089;4648381;Intensivo;Grupo Tercero;Convencional;3078;;;;;;3078
ES502520000116;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;638703;4641239;Intensivo;Grupo Segundo;Convencional;1593;;;;;;1593
ES502520000117;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;639199;4642696;Intensivo;Grupo Segundo;Convencional;2120;;;;;;2120
ES502520000119;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;644341;4654832;Intensivo;Grupo Segundo;Convencional;2225;;;;;;2225
ES502520000120;Producción y reproducción;Cerdos;Transición de lechones;Tauste;ZARAGOZA;TAUSTE;30;641175;4640224;Intensivo;Grupo Primero;Convencional;;6048;;;;;6048
ES502520000121;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;641150;4638550;Intensivo;Grupo Segundo;Convencional;3056;;;;;;3056
ES502520000122;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;646792;4639387;Intensivo;Grupo Segundo;Convencional;;;;1643;;;1643
ES502520000123;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;636869;4646300;Intensivo;Grupo Segundo;Convencional;;;;750;;;750
ES502520000124;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;646216;4641212;Intensivo;Grupo Segundo;Convencional;1982;;;;;;1982
ES502520000126;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;639971;4639206;Intensivo;Grupo Segundo;Convencional;;;;825;;;825
ES502520000127;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;649166;4636265;Intensivo;Grupo Segundo;Convencional;;;4912;1426;320;6;6664
ES502520000128;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;648002;4637889;Intensivo;Grupo Segundo;Convencional;;;;811;;;811
ES502520000129;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;645743;4651603;Intensivo;Grupo Segundo;Convencional;3546;;;;;;3546
ES502520000130;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;648303;4635104;Intensivo;Grupo Tercero;Convencional;;;;2500;240;10;2750
ES502520000131;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;640890;4646102;Intensivo;Grupo Segundo;Convencional;3702;;;;;;3702
ES502520000132;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;641401;4644851;Intensivo;Grupo Segundo;Convencional;2160;;;;;;2160
ES502520000133;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;645542;4645474;Intensivo;Grupo Segundo;Convencional;;;;750;;;750
ES502520000134;Producción y reproducción;Cerdos;Transición de lechones;Tauste;ZARAGOZA;TAUSTE;30;637873;4649560;Intensivo;Grupo Primero;Convencional;;5760;;;;;5760
ES502520000135;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;647456;4645185;Intensivo;Grupo Segundo;Convencional;1040;;;;;;1040
ES502520000136;Producción y reproducción;Cerdos;Producción de lechones;Tauste;ZARAGOZA;TAUSTE;30;643793;4653625;Intensivo;Grupo Segundo;Convencional;;;;800;;;800
ES502520000137;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;640077;4648381;Intensivo;Grupo Tercero;Convencional;3165;;;;;;3165
ES502520000138;Producción y reproducción;Cerdos;Cebo o Cebadero;Tauste;ZARAGOZA;TAUSTE;30;647709;4633675;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
