explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad_cebo;capacidad_lechones;capacidad_recria;capacidad_cerdas;capacidad_reposicion;capacidad_verracos;capacidad
ES220010000014;Producción y reproducción;Cerdos;Producción de lechones;Abiego;HUESCA;BARBASTRO;30;744539;4672000;Intensivo;Grupo Segundo;Convencional;;;;750;96;1;847
ES220010000030;Producción y reproducción;Cerdos;Cebo o Cebadero;Abiego;HUESCA;BARBASTRO;30;742740;4667000;Intensivo;Grupo Segundo;Convencional;1820;;;;;;1820
ES220010000031;Producción y reproducción;Cerdos;Cebo o Cebadero;Abiego;HUESCA;BARBASTRO;30;742420;4666450;Intensivo;Grupo Segundo;Convencional;1728;;;;;;1728
ES220010000032;Producción y reproducción;Cerdos;Cebo o Cebadero;Abiego;HUESCA;BARBASTRO;30;741721;4665507;Intensivo;Grupo Tercero;Convencional;3000;;;;;;3000
ES220010000033;Producción y reproducción;Cerdos;Multiplicación;Abiego;HUESCA;BARBASTRO;30;740132;4668080;Intensivo;Grupo Segundo;Convencional;;;;749;;;749
ES220010000034;Producción y reproducción;Cerdos;Cebo o Cebadero;Abiego;HUESCA;BARBASTRO;30;744979;4670565;Intensivo;Grupo Segundo;Convencional;4000;;;;;;4000
ES220010000035;Producción y reproducción;Cerdos;Cebo o Cebadero;Abiego;HUESCA;BARBASTRO;30;745331;4673404;Intensivo;Grupo Tercero;;4023;;;;;;4023
ES220020000020;Producción y reproducción;Cerdos;Recría de reproductores;Abizanda;HUESCA;BOLTAÑA;30;761834;4686140;Intensivo;Grupo Primero;Convencional;;;3150;;;;3150
ES220020000022;Producción y reproducción;Cerdos;Recría de reproductores;Abizanda;HUESCA;BOLTAÑA;30;765107;4679831;Intensivo;Grupo Segundo;Convencional;;;4816;;;;4816
ES220030000001;Producción y reproducción;Cerdos;Cebo o Cebadero;Adahuesca;HUESCA;BARBASTRO;30;745241;4668383;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220030000012;Producción y reproducción;Cerdos;Producción de lechones;Adahuesca;HUESCA;BARBASTRO;30;746000;4671215;Intensivo;Grupo Primero;Convencional;;;;604;;;604
ES220070000007;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;762425;4624900;Intensivo;Grupo Primero;Convencional;720;;;;;;720
ES220070000031;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;761770;4623030;Intensivo;Grupo Segundo;Convencional;1040;;;;;;1040
ES220070000034;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;764201;4625180;Intensivo;Grupo Segundo;Convencional;2496;;;;;;2496
ES220070000042;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;765428;4625379;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220070000044;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;763105;4625860;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220070000045;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;762641;4622357;Intensivo;Grupo Segundo;Convencional;1260;;;;;;1260
ES220070000046;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;761500;4627935;Intensivo;Grupo Tercero;Convencional;5123;;;;;;5123
ES220070000047;Producción y reproducción;Cerdos;Transición de lechones;Albalate de Cinca;HUESCA;MONZÓN;30;763657;4626767;Intensivo;Grupo Segundo;;;6528;;;;;6528
ES220070000048;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;763478;4624004;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220070000049;Producción y reproducción;Cerdos;Producción de lechones;Albalate de Cinca;HUESCA;MONZÓN;30;765179;4627720;Intensivo;Grupo Tercero;;;;;2880;;;2880
ES220070000050;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;762568;4628573;Intensivo;Grupo Segundo;Convencional;4876;;;;;;4876
ES220070000051;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;762450;4627050;Intensivo;Grupo Tercero;;5096;;;;;;5096
ES220070000052;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;761549;4625550;Intensivo;Grupo Segundo;Convencional;4432;;;;;;4432
ES220070000053;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;762270;4629723;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220070000054;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;761220;4629040;Intensivo;Grupo Segundo;;1999;;;;;;1999
ES220070000055;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;760550;4627076;Intensivo;Grupo Tercero;Convencional;7200;;;;;;7200
ES220070000056;Producción y reproducción;Cerdos;Producción de lechones;Albalate de Cinca;HUESCA;MONZÓN;30;763759;4628013;Intensivo;Grupo Tercero;;;;;2726;320;5;3051
ES220070000057;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalate de Cinca;HUESCA;MONZÓN;30;763456;4629236;Intensivo;Grupo Segundo;;1999;;;;;;1999
ES220080000003;Producción y reproducción;Cerdos;Transición de lechones;Albalatillo;HUESCA;SARIÑENA;30;736756;4626797;Intensivo;Grupo Segundo;Convencional;;11994;;;;;11994
ES220080000005;Producción y reproducción;Cerdos;Transición de lechones;Albalatillo;HUESCA;SARIÑENA;30;736235;4625072;Intensivo;Grupo Primero;Convencional;;5014;;;;;5014
ES220080000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalatillo;HUESCA;SARIÑENA;30;737107;4623010;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220080000007;Producción y reproducción;Cerdos;Producción de lechones;Albalatillo;HUESCA;SARIÑENA;30;737130;4625430;Intensivo;Grupo Segundo;Convencional;;;;750;;;750
ES220080000008;Producción y reproducción;Cerdos;Cebo o Cebadero;Albalatillo;HUESCA;SARIÑENA;30;736995;4623545;Intensivo;Grupo Segundo;Convencional;1040;;;;;;1040
ES220080000010;Producción y reproducción;Cerdos;Producción de lechones;Albalatillo;HUESCA;SARIÑENA;30;735582;4623968;Intensivo;Grupo Tercero;Convencional;;11968;;2880;;;14848
ES220080000013;Producción y reproducción;Cerdos;Producción de lechones;Albalatillo;HUESCA;SARIÑENA;30;735984;4622693;Intensivo;Grupo Tercero;;;;;3307;255;5;3567
ES220090000003;Producción y reproducción;Cerdos;Tipo mixto;Albelda;HUESCA;TAMARITE DE LITERA;30;789860;4636180;Intensivo;Grupo Primero;Convencional;1400;;0;235;;;1635
ES220090000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;792910;4637833;Intensivo;Grupo Primero;Convencional;470;;;;;;470
ES220090000008;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;786928;4639713;Intensivo;Grupo Primero;Convencional;540;;;;;;540
ES220090000011;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787380;4638368;Intensivo;Grupo Primero;Convencional;490;;;;;;490
ES220090000013;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;790880;4639100;Intensivo;Grupo Segundo;Convencional;2800;;;;;;2800
ES220090000016;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;789449;4637788;Intensivo;Grupo Primero;Convencional;750;;;;;;750
ES220090000026;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;792100;4636165;Intensivo;Grupo Segundo;Convencional;1985;;;;;;1985
ES220090000029;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;791492;4638267;Intensivo;Grupo Segundo;Convencional;1600;;;;;;1600
ES220090000032;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787801;4637553;Intensivo;Grupo Primero;Convencional;900;;;;;;900
ES220090000033;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787952;4637448;Intensivo;Grupo Segundo;Convencional;1179;;;;;;1179
ES220090000035;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787227;4639839;Intensivo;Grupo Primero;Convencional;256;;;;;;256
ES220090000037;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;792485;4638371;Intensivo;Grupo Segundo;Convencional;2330;;;;;;2330
ES220090000043;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787035;4637568;Intensivo;Grupo Primero;Convencional;900;;;;;;900
ES220090000044;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;788016;4636896;Intensivo;Grupo Primero;Convencional;600;;;;;;600
ES220090000049;Producción y reproducción;Cerdos;Producción de lechones;Albelda;HUESCA;TAMARITE DE LITERA;30;787445;4638816;Intensivo;Grupo Primero;Convencional;;;;310;;;310
ES220090000051;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787905;4636598;Intensivo;Grupo Primero;Convencional;200;;;;;;200
ES220090000055;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;794728;4637957;Intensivo;Grupo Primero;Convencional;650;;;;;;650
ES220090000061;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;793762;4636205;Intensivo;Grupo Tercero;Convencional;3806;;;;;;3806
ES220090000066;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787090;4638210;Intensivo;Grupo Primero;Convencional;1000;;;;;;1000
ES220090000068;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;794390;4637860;Intensivo;Grupo Primero;Convencional;1000;;;;;;1000
ES220090000076;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;786760;4638101;Intensivo;Grupo Primero;Convencional;550;;;;;;550
ES220090000078;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;790760;4637328;Intensivo;Grupo Primero;Convencional;720;;;;;;720
ES220090000080;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;788123;4638678;Intensivo;Grupo Primero;Convencional;508;;;;;;508
ES220090000083;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;790197;4636988;Intensivo;Grupo Primero;Convencional;578;;;;;;578
ES220090000086;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;786488;4637870;Intensivo;Grupo Segundo;Convencional;1750;;;;;;1750
ES220090000089;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;793305;4636700;Intensivo;Grupo Segundo;Convencional;2700;;;;;;2700
ES220090000099;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;794183;4637362;Intensivo;Grupo Primero;Convencional;850;;;;;;850
ES220090000102;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;793543;4638041;Intensivo;Grupo Segundo;Convencional;1600;;;;;;1600
ES220090000105;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787962;4638118;Intensivo;Grupo Primero;Convencional;800;;;;;;800
ES220090000109;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;790255;4638888;Intensivo;Grupo Segundo;Convencional;1570;;;;;;1570
ES220090000115;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;794725;4637520;Intensivo;Grupo Segundo;Convencional;1200;;;;;;1200
ES220090000121;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;791182;4637614;Intensivo;Grupo Primero;Convencional;510;;;;;;510
ES220090000122;Producción y reproducción;Cerdos;Producción de lechones;Albelda;HUESCA;TAMARITE DE LITERA;30;786962;4638340;Intensivo;Grupo Segundo;Convencional;;;;701;;;701
ES220090000129;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;793237;4637717;Intensivo;Grupo Segundo;Convencional;1700;;;;;;1700
ES220090000132;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787981;4638991;Intensivo;Grupo Primero;Convencional;450;;;;;;450
ES220090000133;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;790831;4636514;Intensivo;Grupo Primero;Convencional;485;;;;;;485
ES220090000135;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787070;4639758;Intensivo;Grupo Primero;Convencional;650;;;;;;650
ES220090000138;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787730;4638515;Intensivo;Grupo Primero;Convencional;170;;;;;;170
ES220090000139;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;789210;4637803;Intensivo;Grupo Segundo;Convencional;1408;;;;;;1408
ES220090000149;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;790348;4637660;Intensivo;Grupo Primero;Convencional;800;;;;;;800
ES220090000156;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;790359;4637406;Intensivo;Grupo Primero;Convencional;400;;;;;;400
ES220090000161;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;788892;4638080;Intensivo;Grupo Primero;Convencional;900;;;;;;900
ES220090000164;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;791475;4638403;Intensivo;Grupo Primero;Convencional;750;;;;;;750
ES220090000165;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;786370;4639223;Intensivo;Grupo Primero;Convencional;675;;;;;;675
ES220090000171;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;789720;4637572;Intensivo;Grupo Primero;Convencional;400;;;;;;400
ES220090000174;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;788700;4638750;Intensivo;Grupo Segundo;Convencional;1400;;;;;;1400
ES220090000180;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;787274;4638626;Intensivo;Grupo Primero;Convencional;612;;;;;;612
ES220090000184;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;786481;4637992;Intensivo;Grupo Primero;Convencional;343;;;;;;343
ES220090000185;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;791600;4637825;Intensivo;Grupo Segundo;Convencional;1100;;;;;;1100
ES220090000191;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;794075;4636975;Intensivo;Grupo Segundo;Convencional;2040;;;;;;2040
ES220090000194;Producción y reproducción;Cerdos;Transición de lechones;Albelda;HUESCA;TAMARITE DE LITERA;30;789131;4639225;Intensivo;Grupo Primero;Convencional;;;2700;;;;2700
ES220090000195;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;788349;4639817;Intensivo;Grupo Tercero;Convencional;4574;;;;;;4574
ES220090000198;Producción y reproducción;Cerdos;Cebo o Cebadero;Albelda;HUESCA;TAMARITE DE LITERA;30;790157;4640004;Intensivo;Grupo Tercero;Convencional;3120;;;;;;3120
ES220090000199;Producción y reproducción;Cerdos;Producción de lechones;Albelda;HUESCA;TAMARITE DE LITERA;30;793950;4639280;Intensivo;Grupo Tercero;Convencional;;;;2400;600;;3000
ES220090000200;Producción y reproducción;Cerdos;Producción de lechones;Albelda;HUESCA;TAMARITE DE LITERA;30;789873;4641329;Intensivo;Grupo Tercero;Convencional;;;;2800;1150;10;3960
ES220090000202;Producción y reproducción;Cerdos;Producción de lechones;Albelda;HUESCA;TAMARITE DE LITERA;30;792685;4640163;Intensivo;Grupo Tercero;;;;;2600;487;6;3093
ES220110000004;Producción y reproducción;Cerdos;Cebo o Cebadero;Albero Alto;HUESCA;HUESCA;30;718277;4658446;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220110000005;Producción y reproducción;Cerdos;Cebo o Cebadero;Albero Alto;HUESCA;HUESCA;30;718177;4659740;Intensivo;Grupo Tercero;Convencional;5100;;;;;;5100
ES220110000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Albero Alto;HUESCA;HUESCA;30;718340;4657688;Intensivo;Grupo Tercero;Convencional;3120;;;;;;3120
ES220110000007;Producción y reproducción;Cerdos;Cebo o Cebadero;Albero Alto;HUESCA;HUESCA;30;719980;4657310;Intensivo;Grupo Tercero;Convencional;3120;;;;;;3120
ES220110000008;Producción y reproducción;Cerdos;Cebo o Cebadero;Albero Alto;HUESCA;HUESCA;30;720712;4660660;Intensivo;Grupo Segundo;;2000;;;;;;2000
ES220120000007;Producción y reproducción;Cerdos;Cebo o Cebadero;Albero Bajo;HUESCA;GRAÑÉN;30;717265;4655935;Intensivo;Grupo Primero;Convencional;600;;;;;;600
ES220120000016;Producción y reproducción;Cerdos;Cebo o Cebadero;Albero Bajo;HUESCA;GRAÑÉN;30;716960;4654285;Intensivo;Grupo Segundo;Convencional;2418;;;;;;2418
ES220120000017;Producción y reproducción;Cerdos;Cebo o Cebadero;Albero Bajo;HUESCA;GRAÑÉN;30;717667;4654260;Intensivo;Grupo Segundo;Convencional;2496;;;;;;2496
ES220130000026;Producción y reproducción;Cerdos;Cebo o Cebadero;Alberuela de Tubo;HUESCA;GRAÑÉN;30;731308;4642923;Intensivo;Grupo Segundo;Convencional;1700;;;;;;1700
ES220130000030;Producción y reproducción;Cerdos;Cebo o Cebadero;Alberuela de Tubo;HUESCA;GRAÑÉN;30;730028;4641426;Intensivo;Grupo Segundo;Convencional;1800;;;;;;1800
ES220130000031;Producción y reproducción;Cerdos;Cebo o Cebadero;Alberuela de Tubo;HUESCA;GRAÑÉN;30;727780;4640500;Intensivo;Grupo Segundo;Convencional;1600;;;;;;1600
ES220130000032;Producción y reproducción;Cerdos;Cebo o Cebadero;Alberuela de Tubo;HUESCA;GRAÑÉN;30;732350;4644100;Intensivo;Grupo Tercero;;3328;;;;;;3328
ES220130000035;Producción y reproducción;Cerdos;Cebo o Cebadero;Alberuela de Tubo;HUESCA;GRAÑÉN;30;728716;4640008;Intensivo;Grupo Tercero;Convencional;4214;;;;;;4214
ES220130000037;Producción y reproducción;Cerdos;Cebo o Cebadero;Alberuela de Tubo;HUESCA;GRAÑÉN;30;728935;4642347;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220130000038;Producción y reproducción;Cerdos;Cebo o Cebadero;Alberuela de Tubo;HUESCA;GRAÑÉN;30;731304;4645247;Intensivo;Grupo Tercero;Convencional;3217;;;;;;3217
ES220130000047;Producción y reproducción;Cerdos;Cebo o Cebadero;Alberuela de Tubo;HUESCA;GRAÑÉN;30;729559;4639096;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220140000002;Producción y reproducción;Cerdos;Recría de reproductores;Alcalá de Gurrea;HUESCA;HUESCA;30;689778;4658495;Intensivo;Grupo Tercero;Convencional;;;4134;;;;4134
ES220140000004;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá de Gurrea;HUESCA;HUESCA;30;692111;4661060;Intensivo;Grupo Tercero;Convencional;7200;;;;;;7200
ES220140000005;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá de Gurrea;HUESCA;HUESCA;30;693298;4660175;Intensivo;Grupo Tercero;Convencional;7200;;;;;;7200
ES220140000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá de Gurrea;HUESCA;HUESCA;30;693234;4661981;Intensivo;Grupo Tercero;Convencional;7200;;;;;;7200
ES220150000001;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;721835;4663125;Intensivo;Grupo Tercero;Convencional;5060;3168;;;;;8228
ES220150000002;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;727165;4660725;Intensivo;Grupo Tercero;Convencional;3416;;;;;;3416
ES220150000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;725880;4661908;Intensivo;Grupo Primero;Convencional;750;;;;;;750
ES220150000013;Producción y reproducción;Cerdos;Producción de ciclo cerrado;Alcalá del Obispo;HUESCA;HUESCA;30;724570;4661510;Intensivo;Grupo Primero;Convencional;1320;;0;250;;;1570
ES220150000016;Producción y reproducción;Cerdos;Tipo mixto;Alcalá del Obispo;HUESCA;HUESCA;30;727160;4659220;Intensivo;Grupo Primero;Convencional;3500;;;1600;;;5100
ES220150000018;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;724450;4661100;Intensivo;Grupo Segundo;Convencional;1600;;;;;;1600
ES220150000030;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;723052;4662976;Intensivo;Grupo Primero;Convencional;1200;;;;;;1200
ES220150000031;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;722563;4665525;Intensivo;Grupo Primero;Convencional;2400;;;;;;2400
ES220150000033;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;724086;4660759;Intensivo;Grupo Segundo;Convencional;1200;;;;;;1200
ES220150000034;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;725360;4663286;Intensivo;Grupo Tercero;Convencional;3130;;;;;;3130
ES220150000035;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;725735;4661027;Intensivo;Grupo Segundo;Convencional;1992;;;;;;1992
ES220150000036;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;723347;4664357;Intensivo;Grupo Segundo;Convencional;2040;;;;;;2040
ES220150000038;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;728900;4659500;Intensivo;Grupo Tercero;Convencional;3744;;;;;;3744
ES220150000039;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;729155;4661680;Intensivo;Grupo Tercero;Convencional;5000;;;;;;5000
ES220150000040;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;728062;4660135;Intensivo;Grupo Segundo;Convencional;1040;;;;;;1040
ES220150000041;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;725112;4665260;Intensivo;Grupo Segundo;Convencional;4100;;;;;;4100
ES220150000042;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;726480;4663135;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220150000043;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;721865;4664340;Intensivo;Grupo Segundo;Convencional;3992;;;;;;3992
ES220150000044;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;724429;4664236;Intensivo;Grupo Tercero;;4118;;;;;;4118
ES220150000045;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;725887;4664466;Intensivo;Grupo Segundo;;1999;;;;;;1999
ES220150000046;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;729095;4662955;Intensivo;Grupo Tercero;;6584;;;;;;6584
ES220150000047;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;727811;4663260;Intensivo;Grupo Segundo;Convencional;2454;;;;;;2454
ES220150000048;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcalá del Obispo;HUESCA;HUESCA;30;728095;4664913;Intensivo;Grupo Segundo;;1999;;;;;;1999
ES220160000001;Producción y reproducción;Cerdos;Producción de ciclo cerrado;Alcampell;HUESCA;TAMARITE DE LITERA;30;786800;4632503;Intensivo;Grupo Primero;Convencional;150;;200;80;;;430
ES220160000003;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;783680;4644560;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220160000005;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;788070;4630410;Intensivo;Grupo Segundo;Convencional;2600;;;;;;2600
ES220160000010;Producción y reproducción;Cerdos;Producción de lechones;Alcampell;HUESCA;TAMARITE DE LITERA;30;785937;4646574;Intensivo;Grupo Segundo;Convencional;;;;750;;;750
ES220160000017;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;787990;4629593;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220160000019;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;784145;4645165;Intensivo;Grupo Primero;Convencional;831;;;;;;831
ES220160000023;Producción y reproducción;Cerdos;Producción de lechones;Alcampell;HUESCA;TAMARITE DE LITERA;30;787378;4647875;Intensivo;Grupo Primero;Convencional;;;;1000;;;1000
ES220160000024;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;788340;4631484;Intensivo;Grupo Primero;Convencional;450;;;;;;450
ES220160000031;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;786140;4645207;Intensivo;Grupo Segundo;Convencional;2500;;;;;;2500
ES220160000032;Producción y reproducción;Cerdos;Transición de lechones;Alcampell;HUESCA;TAMARITE DE LITERA;30;787015;4631695;Intensivo;Grupo Segundo;Convencional;;;7560;;;;7560
ES220160000037;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;787087;4646582;Intensivo;Reducida;Convencional;8300;;;;;;8300
