explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad
ES220010001001;Producción y reproducción;Abejas;Producción productos apícolas ;Abiego;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;;20
ES220010001002;Producción y reproducción;Abejas;Producción productos apícolas ;Abiego;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;50
ES220010001003;Producción y reproducción;Abejas;Producción productos apícolas ;Abiego;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;149
ES220010001006;Producción y reproducción;Abejas;Producción productos apícolas ;Abiego;HUESCA;BARBASTRO;;;;Trashumante;Profesional;;150
ES220010001015;Producción y reproducción;Abejas;Producción productos apícolas ;Abiego;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;110
ES220020000602;Producción y reproducción;Abejas;Producción productos apícolas ;Abizanda;HUESCA;BOLTAÑA;;;;Trashumante;Profesional;;150
ES220020001035;Producción y reproducción;Abejas;Mixta;Abizanda;HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;300
ES220040001001;Producción y reproducción;Abejas;Producción productos apícolas ;Agüero;HUESCA;AYERBE;30;682313;4691385;Trashumante;No Profesional;Convencional;25
ES220040001003;Producción y reproducción;Abejas;Producción productos apícolas ;Agüero;HUESCA;AYERBE;;;;Trashumante;No Profesional;;25
ES220040001051;Producción y reproducción;Abejas;Producción productos apícolas ;Agüero;HUESCA;AYERBE;;;;Trashumante;No Profesional;Convencional;100
ES220040001160;Producción y reproducción;Abejas;Producción productos apícolas ;Agüero;HUESCA;AYERBE;;;;Trashumante;No Profesional;Convencional;70
ES220040001235;Producción y reproducción;Abejas;Producción productos apícolas ;Agüero;HUESCA;AYERBE;;;;Trashumante;No Profesional;Convencional;50
ES220070001463;Producción y reproducción;Abejas;Mixta;Albalate de Cinca;HUESCA;MONZÓN;;;;Trashumante;No Profesional;Convencional;60
ES220080001421;Producción y reproducción;Abejas;Producción productos apícolas ;Albalatillo;HUESCA;SARIÑENA;;;;Trashumante;No Profesional;;20
ES220090001001;Producción y reproducción;Abejas;Producción productos apícolas ;Albelda;HUESCA;TAMARITE DE LITERA;;;;Estante;No Profesional;;100
ES220090001358;Producción y reproducción;Abejas;Producción productos apícolas ;Albelda;HUESCA;TAMARITE DE LITERA;;;;Trashumante;No Profesional;Convencional;480
ES220140001001;Producción y reproducción;Abejas;Producción productos apícolas ;Alcalá de Gurrea;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;60
ES220150001001;Producción y reproducción;Abejas;Producción productos apícolas ;Alcalá del Obispo;HUESCA;HUESCA;;;;Trashumante;Profesional;Convencional;150
ES220150001002;Producción y reproducción;Abejas;Producción productos apícolas ;Alcalá del Obispo;HUESCA;HUESCA;30;729100;4658900;Trashumante;No Profesional;Convencional;25
ES220160001001;Producción y reproducción;Abejas;Mixta;Alcampell;HUESCA;TAMARITE DE LITERA;;;;Trashumante;No Profesional;Convencional;50
ES220160001299;Producción y reproducción;Abejas;Mixta;Alcampell;HUESCA;TAMARITE DE LITERA;;;;Trashumante;No Profesional;Convencional;75
ES220170001006;Producción y reproducción;Abejas;Producción productos apícolas ;Alcolea de Cinca;HUESCA;MONZÓN;;;;Estante;No Profesional;Convencional;30
ES220170001007;Producción y reproducción;Abejas;Producción productos apícolas ;Alcolea de Cinca;HUESCA;MONZÓN;;;;Trashumante;No Profesional;;25
ES220180001071;Producción y reproducción;Abejas;Mixta;Alcubierre;HUESCA;SARIÑENA;;;;Trashumante;No Profesional;Convencional;25
ES220180001079;Producción y reproducción;Abejas;Mixta;Alcubierre;HUESCA;SARIÑENA;;;;Trashumante;No Profesional;Convencional;75
ES220180001488;Producción y reproducción;Abejas;Mixta;Alcubierre;HUESCA;SARIÑENA;;;;Trashumante;No Profesional;Convencional;125
ES220200001001;Producción y reproducción;Abejas;Producción productos apícolas ;Alfántega;HUESCA;MONZÓN;;;;Estante;No Profesional;Convencional;20
ES220200001002;Producción y reproducción;Abejas;Producción productos apícolas ;Alfántega;HUESCA;MONZÓN;;;;Trashumante;No Profesional;;20
ES220210001001;Producción y reproducción;Abejas;Producción productos apícolas ;Almudévar;HUESCA;HUESCA;;;;Trashumante;Profesional;;450
ES220210001002;Producción y reproducción;Abejas;Producción productos apícolas ;Almudévar;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;50
ES220210001004;Producción y reproducción;Abejas;Producción productos apícolas ;Almudévar;HUESCA;HUESCA;;;;Estante;No Profesional;;149
ES220210001005;Producción y reproducción;Abejas;Producción productos apícolas ;Almudévar;HUESCA;HUESCA;;;;Estante;No Profesional;;149
ES220210001006;Producción y reproducción;Abejas;Producción productos apícolas ;Almudévar;HUESCA;HUESCA;;;;Estante;No Profesional;;20
ES220210001007;Producción y reproducción;Abejas;Producción productos apícolas ;Almudévar;HUESCA;HUESCA;;;;Trashumante;Profesional;;400
ES220210001030;Producción y reproducción;Abejas;Mixta;Almudévar;HUESCA;HUESCA;;;;Trashumante;Profesional;Convencional;205
ES220210001094;Producción y reproducción;Abejas;Producción productos apícolas ;Almudévar;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;71
ES220210001127;Producción y reproducción;Abejas;Producción productos apícolas ;Almudévar;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;50
ES220230001003;Producción y reproducción;Abejas;Producción productos apícolas ;Almuniente;HUESCA;GRAÑÉN;;;;Trashumante;No Profesional;;100
ES220230001087;Producción y reproducción;Abejas;Producción productos apícolas ;Almuniente;HUESCA;GRAÑÉN;30;712017;4643552;Trashumante;No Profesional;Convencional;24
ES220240001144;Producción y reproducción;Abejas;Mixta;Alquézar;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;60
ES220270001001;Producción y reproducción;Abejas;Producción productos apícolas ;Angüés;HUESCA;HUESCA;;;;Trashumante;No Profesional;;100
ES220280001002;Producción y reproducción;Abejas;Producción productos apícolas ;Ansó;HUESCA;JACA;;;;Estante;No Profesional;Convencional;30
ES220280001003;Producción y reproducción;Abejas;Producción productos apícolas ;Ansó;HUESCA;JACA;;;;Estante;No Profesional;Convencional;20
ES220350001001;Producción y reproducción;Abejas;Producción productos apícolas ;Arén;HUESCA;GRAUS;;;;Trashumante;Profesional;;250
ES220350001002;Producción y reproducción;Abejas;Producción productos apícolas ;Arén;HUESCA;GRAUS;;;;Trashumante;Profesional;;200
ES220350001540;Producción y reproducción;Abejas;Mixta;Arén;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;30
ES220370001001;Producción y reproducción;Abejas;Producción productos apícolas ;Arguis;HUESCA;HUESCA;;;;Trashumante;No Profesional;;149
ES220390001001;Producción y reproducción;Abejas;Producción productos apícolas ;Ayerbe;HUESCA;AYERBE;;;;Trashumante;Profesional;Convencional;300
ES220390001003;Producción y reproducción;Abejas;Producción productos apícolas ;Ayerbe;HUESCA;AYERBE;;;;Trashumante;No Profesional;;70
ES220400001001;Producción y reproducción;Abejas;Producción productos apícolas ;Azanuy-Alins;HUESCA;BINÉFAR;;;;Trashumante;No Profesional;Convencional;100
ES220400001002;Producción y reproducción;Abejas;Producción productos apícolas ;Azanuy-Alins;HUESCA;BINÉFAR;;;;Trashumante;Profesional;Convencional;300
ES220410001001;Producción y reproducción;Abejas;Producción productos apícolas ;Azara;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;100
ES220410001003;Producción y reproducción;Abejas;Producción productos apícolas ;Azara;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;;149
ES220430001002;Producción y reproducción;Abejas;Producción productos apícolas ;Baélls;HUESCA;TAMARITE DE LITERA;;;;Trashumante;No Profesional;;49
ES220430001003;Producción y reproducción;Abejas;Producción productos apícolas ;Baélls;HUESCA;TAMARITE DE LITERA;;;;Trashumante;No Profesional;Convencional;20
ES220430001284;Producción y reproducción;Abejas;Producción productos apícolas ;Baélls;HUESCA;TAMARITE DE LITERA;;;;Estante;No Profesional;;50
ES220430001391;Producción y reproducción;Abejas;Mixta;Baélls;HUESCA;TAMARITE DE LITERA;;;;Trashumante;No Profesional;;65
ES220440001068;Producción y reproducción;Abejas;Producción productos apícolas ;Bailo;HUESCA;JACA;;;;Trashumante;Profesional;Convencional;280
ES220440001228;Producción y reproducción;Abejas;Mixta;Bailo;HUESCA;JACA;;;;Trashumante;No Profesional;Convencional;125
ES220440001229;Producción y reproducción;Abejas;Producción productos apícolas ;Bailo;HUESCA;JACA;;;;Trashumante;No Profesional;Convencional;18
ES220450001001;Producción y reproducción;Abejas;Producción productos apícolas ;Baldellou;HUESCA;TAMARITE DE LITERA;;;;Trashumante;No Profesional;Convencional;50
ES220450001514;Producción y reproducción;Abejas;Mixta;Baldellou;HUESCA;TAMARITE DE LITERA;;;;Trashumante;No Profesional;Convencional;20
ES220460001002;Producción y reproducción;Abejas;Producción productos apícolas ;Ballobar;HUESCA;FRAGA;;;;Trashumante;No Profesional;;150
ES220480001001;Producción y reproducción;Abejas;Producción productos apícolas ;Barbastro;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;49
ES220480001002;Producción y reproducción;Abejas;Producción productos apícolas ;Barbastro;HUESCA;BARBASTRO;30;761816;4656969;Trashumante;No Profesional;Convencional;150
ES220480001005;Producción y reproducción;Abejas;Producción productos apícolas ;Barbastro;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;100
ES220480001006;Producción y reproducción;Abejas;Producción productos apícolas ;Barbastro;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;149
ES220480001012;Producción y reproducción;Abejas;Producción productos apícolas ;Barbastro;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;;50
ES220480001064;Producción y reproducción;Abejas;Mixta;Barbastro;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;1800
ES220480001270;Producción y reproducción;Abejas;Producción productos apícolas ;Barbastro;HUESCA;BARBASTRO;;;;Trashumante;Profesional;Convencional;350
ES220480001329;Producción y reproducción;Abejas;Mixta;Barbastro;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;100
ES220480001402;Producción y reproducción;Abejas;Mixta;Barbastro;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;500
ES220480001437;Producción y reproducción;Abejas;Producción productos apícolas ;Barbastro;HUESCA;BARBASTRO;;;;Trashumante;Profesional;Convencional;300
ES220510001002;Producción y reproducción;Abejas;Producción productos apícolas ;Bárcabo;HUESCA;BOLTAÑA;;;;Estante;No Profesional;Convencional;60
ES220510001364;Producción y reproducción;Abejas;Producción productos apícolas ;Bárcabo;HUESCA;BOLTAÑA;30;754296;4687089;Trashumante;No Profesional;Convencional;60
ES220510001503;Producción y reproducción;Abejas;Mixta;Bárcabo;HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;31
ES220520001002;Producción y reproducción;Abejas;Producción productos apícolas ;Belver de Cinca;HUESCA;FRAGA;;;;Trashumante;No Profesional;;149
ES220520001003;Producción y reproducción;Abejas;Producción productos apícolas ;Belver de Cinca;HUESCA;FRAGA;;;;Trashumante;Profesional;;250
ES220530001001;Producción y reproducción;Abejas;Producción productos apícolas ;Benabarre;HUESCA;GRAUS;30;785447;4668535;Trashumante;No Profesional;Convencional;49
ES220530001002;Producción y reproducción;Abejas;Producción productos apícolas ;Benabarre;HUESCA;GRAUS;30;794975;4664307;Trashumante;No Profesional;;30
ES220530001171;Producción y reproducción;Abejas;Producción productos apícolas ;Benabarre;HUESCA;GRAUS;30;790399;4669544;Trashumante;No Profesional;Convencional;149
ES220570001001;Producción y reproducción;Abejas;Producción productos apícolas ;Bielsa;HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;;149
ES220580001002;Producción y reproducción;Abejas;Producción productos apícolas ;Bierge;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;49
ES220580001003;Producción y reproducción;Abejas;Producción productos apícolas ;Bierge;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;50
ES220580001004;Producción y reproducción;Abejas;Producción productos apícolas ;Bierge;HUESCA;BARBASTRO;;;;Estante;No Profesional;Convencional;40
ES220580001005;Producción y reproducción;Abejas;Producción productos apícolas ;Bierge;HUESCA;BARBASTRO;;;;Trashumante;Profesional;Convencional;300
ES220580001006;Producción y reproducción;Abejas;Producción productos apícolas ;Bierge;HUESCA;BARBASTRO;30;741644;4682935;Trashumante;No Profesional;;25
ES220580001007;Producción y reproducción;Abejas;Producción productos apícolas ;Bierge;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;;16
ES220580001116;Producción y reproducción;Abejas;Mixta;Bierge;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;500
ES220590001004;Producción y reproducción;Abejas;Mixta;Biescas;HUESCA;SABIÑÁNIGO;;;;Trashumante;Profesional;Convencional;300
ES220600001001;Producción y reproducción;Abejas;Producción productos apícolas ;Binaced;HUESCA;MONZÓN;30;760974;4629860;Trashumante;No Profesional;;70
ES220600001004;Producción y reproducción;Abejas;Mixta;Binaced;HUESCA;MONZÓN;;;;Trashumante;Profesional;;500
ES220620001004;Producción y reproducción;Abejas;Producción productos apícolas ;Bisaurri;HUESCA;CASTEJÓN DE SOS;;;;Trashumante;No Profesional;;100
ES220660001555;Producción y reproducción;Abejas;Mixta;Boltaña;HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;27
ES220720001001;Producción y reproducción;Abejas;Producción productos apícolas ;Caldearenas;HUESCA;SABIÑÁNIGO;;;;Trashumante;No Profesional;Convencional;80
ES220720001076;Producción y reproducción;Abejas;Mixta;Caldearenas;HUESCA;SABIÑÁNIGO;;;;Trashumante;No Profesional;Convencional;30
ES220720001185;Producción y reproducción;Abejas;Mixta;Caldearenas;HUESCA;SABIÑÁNIGO;;;;Trashumante;No Profesional;Convencional;40
ES220740001001;Producción y reproducción;Abejas;Mixta;Campo;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;55
ES220750001002;Producción y reproducción;Abejas;Producción productos apícolas ;Camporrélls;HUESCA;TAMARITE DE LITERA;;;;Trashumante;No Profesional;;149
ES220750001267;Producción y reproducción;Abejas;Mixta;Camporrélls;HUESCA;TAMARITE DE LITERA;;;;Trashumante;No Profesional;Convencional;125
ES220760001001;Producción y reproducción;Abejas;Producción productos apícolas ;Canal de Berdún;HUESCA;JACA;;;;Estante;No Profesional;Convencional;50
ES220770001002;Producción y reproducción;Abejas;Producción productos apícolas ;Candasnos;HUESCA;FRAGA;;;;Trashumante;No Profesional;Convencional;40
ES220810001001;Producción y reproducción;Abejas;Producción productos apícolas ;Casbas de Huesca;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;149
ES220810001002;Producción y reproducción;Abejas;Producción productos apícolas ;Casbas de Huesca;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;49
ES220810001120;Producción y reproducción;Abejas;Producción productos apícolas ;Casbas de Huesca;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;90
ES220810001336;Producción y reproducción;Abejas;Mixta;Casbas de Huesca;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;50
ES220830001001;Producción y reproducción;Abejas;Mixta;Castejón de Monegros;HUESCA;BUJARALOZ;30;727379;4611967;Trashumante;Profesional;Convencional;120
ES220830001002;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Monegros;HUESCA;BUJARALOZ;30;730031;4613780;Trashumante;No Profesional;Convencional;201
ES220830001004;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Monegros;HUESCA;BUJARALOZ;;;;Trashumante;No Profesional;;25
ES220830001005;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Monegros;HUESCA;BUJARALOZ;;;;Trashumante;No Profesional;;70
ES220830001006;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Monegros;HUESCA;BUJARALOZ;;;;Trashumante;Profesional;;300
ES220830001017;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Monegros;HUESCA;BUJARALOZ;;;;Trashumante;No Profesional;Convencional;30
ES220830001034;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Monegros;HUESCA;BUJARALOZ;;;;Trashumante;No Profesional;Convencional;20
ES220830001046;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Monegros;HUESCA;BUJARALOZ;;;;Trashumante;No Profesional;Convencional;33
ES220830001076;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Monegros;HUESCA;BUJARALOZ;;;;Trashumante;Profesional;Convencional;160
ES220830001093;Producción y reproducción;Abejas;Mixta;Castejón de Monegros;HUESCA;BUJARALOZ;;;;Trashumante;No Profesional;Convencional;240
ES220830001262;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Monegros;HUESCA;BUJARALOZ;;;;Trashumante;No Profesional;Convencional;160
ES220840001002;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Sos;HUESCA;CASTEJÓN DE SOS;;;;Trashumante;No Profesional;;60
ES220850001096;Producción y reproducción;Abejas;Mixta;Castelflorite;HUESCA;SARIÑENA;30;745410;4631279;Estante;No Profesional;Convencional;50
ES220850001112;Producción y reproducción;Abejas;Producción productos apícolas ;Castelflorite;HUESCA;SARIÑENA;;;;Trashumante;No Profesional;Convencional;20
ES220850001487;Producción y reproducción;Abejas;Producción productos apícolas ;Castelflorite;HUESCA;SARIÑENA;;;;Trashumante;Profesional;Convencional;500
ES220860001001;Producción y reproducción;Abejas;Producción productos apícolas ;Castiello de Jaca;HUESCA;JACA;;;;Trashumante;No Profesional;;20
ES220870001001;Producción y reproducción;Abejas;Producción productos apícolas ;Castigaleu;HUESCA;GRAUS;;;;Estante;No Profesional;;51
ES220890001531;Producción y reproducción;Abejas;Mixta;Castillonroy;HUESCA;TAMARITE DE LITERA;;;;Trashumante;No Profesional;Convencional;100
ES220900001001;Producción y reproducción;Abejas;Producción productos apícolas ;Colungo;HUESCA;BARBASTRO;30;751801;4671727;Trashumante;No Profesional;Convencional;70
ES220900001044;Producción y reproducción;Abejas;Producción productos apícolas ;Colungo;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;150
ES220900001102;Producción y reproducción;Abejas;Producción productos apícolas ;Colungo;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;200
ES220990001001;Producción y reproducción;Abejas;Producción productos apícolas ;Esplús;HUESCA;BINÉFAR;;;;Trashumante;Profesional;Convencional;150
ES221030001001;Producción y reproducción;Abejas;Producción productos apícolas ;Estadilla;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;49
ES221030001104;Producción y reproducción;Abejas;Producción productos apícolas ;Estadilla;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;49
ES221050001005;Producción y reproducción;Abejas;Producción productos apícolas ;Estopiñán del Castillo;HUESCA;GRAUS;;;;Estante;No Profesional;;50
ES221050001068;Producción y reproducción;Abejas;Producción productos apícolas ;Estopiñán del Castillo;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;750
ES221050001521;Producción y reproducción;Abejas;Producción productos apícolas ;Estopiñán del Castillo;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;30
ES221070001001;Producción y reproducción;Abejas;Producción productos apícolas ;Fanlo;HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;;60
ES221070001002;Producción y reproducción;Abejas;Producción productos apícolas ;Fanlo;HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;120
ES221090001001;Producción y reproducción;Abejas;Producción productos apícolas ;Fiscal;HUESCA;BOLTAÑA;;;;Trashumante;Profesional;Convencional;800
ES221100001002;Producción y reproducción;Abejas;Producción productos apícolas ;Fonz;HUESCA;MONZÓN;;;;Trashumante;No Profesional;Convencional;20
ES221100001177;Producción y reproducción;Abejas;Producción productos apícolas ;Fonz;HUESCA;MONZÓN;;;;Trashumante;Profesional;;500
ES221110001001;Producción y reproducción;Abejas;Producción productos apícolas ;Foradada del Toscar;HUESCA;GRAUS;30;779753;4697523;Trashumante;No Profesional;;149
ES221120001008;Producción y reproducción;Abejas;Producción productos apícolas ;Fraga;HUESCA;FRAGA;;;;Trashumante;Profesional;Convencional;200
ES221120001012;Producción y reproducción;Abejas;Producción productos apícolas ;Fraga;HUESCA;FRAGA;;;;Trashumante;No Profesional;;40
ES221120001013;Producción y reproducción;Abejas;Producción productos apícolas ;Fraga;HUESCA;FRAGA;30;781963;4603568;Trashumante;Profesional;Convencional;210
ES221120001014;Producción y reproducción;Abejas;Producción productos apícolas ;Fraga;HUESCA;FRAGA;;;;Estante;No Profesional;Convencional;30
ES221120001015;Producción y reproducción;Abejas;Producción productos apícolas ;Fraga;HUESCA;FRAGA;;;;Trashumante;No Profesional;Convencional;149
ES221120001016;Producción y reproducción;Abejas;Producción productos apícolas ;Fraga;HUESCA;FRAGA;;;;Trashumante;No Profesional;Convencional;149
ES221120001020;Producción y reproducción;Abejas;Producción productos apícolas ;Fraga;HUESCA;FRAGA;;;;Trashumante;Profesional;;200
ES221120001074;Producción y reproducción;Abejas;Producción productos apícolas ;Fraga;HUESCA;FRAGA;;;;Trashumante;No Profesional;Convencional;50
ES221120001095;Producción y reproducción;Abejas;Producción productos apícolas ;Fraga;HUESCA;FRAGA;;;;Trashumante;Profesional;Convencional;750
ES221120001290;Producción y reproducción;Abejas;Polinización;Fraga;HUESCA;FRAGA;;;;Trashumante;No Profesional;Convencional;18
ES221120001444;Producción y reproducción;Abejas;Producción productos apícolas ;Fraga;HUESCA;FRAGA;;;;Trashumante;No Profesional;Convencional;750
ES221120001467;Producción y reproducción;Abejas;Mixta;Fraga;HUESCA;FRAGA;;;;Trashumante;No Profesional;Convencional;40
ES221130001002;Producción y reproducción;Abejas;Producción productos apícolas ;Fueva (La);HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;;18
ES221130001004;Producción y reproducción;Abejas;Producción productos apícolas ;Fueva (La);HUESCA;BOLTAÑA;30;772215;4687524;Trashumante;Profesional;;150
ES221130001007;Producción y reproducción;Abejas;Producción productos apícolas ;Fueva (La);HUESCA;BOLTAÑA;;;;Estante;No Profesional;;149
ES221130001012;Producción y reproducción;Abejas;Producción productos apícolas ;Fueva (La);HUESCA;BOLTAÑA;;;;Trashumante;Profesional;;600
ES221130001093;Producción y reproducción;Abejas;Mixta;Fueva (La);HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;30
ES221130001309;Producción y reproducción;Abejas;Mixta;Fueva (La);HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;25
ES221130001310;Producción y reproducción;Abejas;Mixta;Fueva (La);HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;102
ES221130001325;Producción y reproducción;Abejas;Producción productos apícolas ;Fueva (La);HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;20
ES221130001326;Producción y reproducción;Abejas;Mixta;Fueva (La);HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;170
ES221150001005;Producción y reproducción;Abejas;Producción productos apícolas ;Grado (El);HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;50
ES221150001006;Producción y reproducción;Abejas;Producción productos apícolas ;Grado (El);HUESCA;BARBASTRO;;;;Trashumante;No Profesional;;50
ES221150001007;Producción y reproducción;Abejas;Producción productos apícolas ;Grado (El);HUESCA;BARBASTRO;;;;Estante;No Profesional;Convencional;50
ES221150001008;Producción y reproducción;Abejas;Producción productos apícolas ;Grado (El);HUESCA;BARBASTRO;;;;Trashumante;No Profesional;;30
ES221150001108;Producción y reproducción;Abejas;Producción productos apícolas ;Grado (El);HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;70
ES221150001511;Producción y reproducción;Abejas;Mixta;Grado (El);HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;28
ES221150001549;Producción y reproducción;Abejas;Mixta;Grado (El);HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;56
ES221160001004;Producción y reproducción;Abejas;Producción productos apícolas ;Grañén;HUESCA;GRAÑÉN;;;;Trashumante;Profesional;;480
ES221170001001;Producción y reproducción;Abejas;Producción productos apícolas ;Graus;HUESCA;GRAUS;30;782590;4679680;Trashumante;No Profesional;Convencional;150
ES221170001008;Producción y reproducción;Abejas;Producción productos apícolas ;Graus;HUESCA;GRAUS;;;;Trashumante;No Profesional;;16
ES221170001010;Producción y reproducción;Abejas;Producción productos apícolas ;Graus;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;50
ES221170001012;Producción y reproducción;Abejas;Producción productos apícolas ;Graus;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;149
ES221170001013;Producción y reproducción;Abejas;Producción productos apícolas ;Graus;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;30
ES221170001015;Producción y reproducción;Abejas;Producción productos apícolas ;Graus;HUESCA;GRAUS;;;;Estante;No Profesional;;149
ES221170001016;Producción y reproducción;Abejas;Producción productos apícolas ;Graus;HUESCA;GRAUS;;;;Estante;No Profesional;;149
ES221170001070;Producción y reproducción;Abejas;Mixta;Graus;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;500
ES221170001297;Producción y reproducción;Abejas;Mixta;Graus;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;325
ES221170001435;Producción y reproducción;Abejas;Mixta;Graus;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;350
ES221190001001;Producción y reproducción;Abejas;Producción productos apícolas ;Gurrea de Gállego;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;30
ES221220001001;Producción y reproducción;Abejas;Producción productos apícolas ;Hoz de Jaca;HUESCA;SABIÑÁNIGO;;;;Trashumante;Profesional;Convencional;243
ES221240001003;Producción y reproducción;Abejas;Producción productos apícolas ;Huerto;HUESCA;SARIÑENA;;;;Trashumante;No Profesional;Convencional;25
ES221250001001;Producción y reproducción;Abejas;Producción productos apícolas ;Huesca;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;100
ES221250001508;Producción y reproducción;Abejas;Producción productos apícolas ;Huesca;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;21
ES221270001001;Producción y reproducción;Abejas;Producción productos apícolas ;Igriés;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;50
ES221280001001;Producción y reproducción;Abejas;Mixta;Ilche;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;20
ES221290001001;Producción y reproducción;Abejas;Producción productos apícolas ;Isábena;HUESCA;GRAUS;;;;Trashumante;No Profesional;;20
ES221290001024;Producción y reproducción;Abejas;Producción productos apícolas ;Isábena;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;75
ES221290001315;Producción y reproducción;Abejas;Mixta;Isábena;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;125
ES221300000810;Producción y reproducción;Abejas;Otras;Jaca;HUESCA;JACA;;;;Estante;No Profesional;;50
ES221300001006;Producción y reproducción;Abejas;Producción productos apícolas ;Jaca;HUESCA;JACA;;;;Trashumante;No Profesional;Convencional;40
ES221300001010;Producción y reproducción;Abejas;Producción productos apícolas ;Jaca;HUESCA;JACA;30;691685;4717174;Trashumante;No Profesional;Convencional;149
ES221300001011;Producción y reproducción;Abejas;Producción productos apícolas ;Jaca;HUESCA;JACA;30;707854;4708213;Estante;No Profesional;Convencional;25
ES221300001013;Producción y reproducción;Abejas;Producción productos apícolas ;Jaca;HUESCA;JACA;30;695829;4720004;Trashumante;No Profesional;;25
ES221300001014;Producción y reproducción;Abejas;Producción productos apícolas ;Jaca;HUESCA;JACA;30;701900;4712900;Trashumante;No Profesional;;149
