explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;criterio_sostenibilidad;capacidad
ES220160000469;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcampell;HUESCA;TAMARITE DE LITERA;30;785970;4644867;;400
ES220160000470;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcampell;HUESCA;TAMARITE DE LITERA;30;787407;4645189;;400
ES220160000471;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcampell;HUESCA;TAMARITE DE LITERA;30;782591;4645804;;63
ES220160000614;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Alcampell;HUESCA;TAMARITE DE LITERA;30;786777;4636852;;180
ES220170000401;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Alcolea de Cinca;HUESCA;MONZÓN;30;758945;4627384;Convencional;96
ES220170000405;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcolea de Cinca;HUESCA;MONZÓN;30;756655;4623644;Convencional;339
ES220170000410;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Alcolea de Cinca;HUESCA;MONZÓN;30;758729;4625178;Convencional;237
ES220170000412;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcolea de Cinca;HUESCA;MONZÓN;30;758167;4626270;Convencional;90
ES220170000413;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Alcolea de Cinca;HUESCA;MONZÓN;30;758912;4627375;Convencional;72
ES220170000416;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcolea de Cinca;HUESCA;MONZÓN;30;756010;4627925;Convencional;400
ES220170000418;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcolea de Cinca;HUESCA;MONZÓN;30;756900;4623830;Convencional;500
ES220170000419;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcolea de Cinca;HUESCA;MONZÓN;30;760004;4622504;Convencional;95
ES220170000420;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcolea de Cinca;HUESCA;MONZÓN;30;752153;4621783;Convencional;100
ES220170000421;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcolea de Cinca;HUESCA;MONZÓN;30;752215;4621565;Convencional;100
ES220170000422;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcolea de Cinca;HUESCA;MONZÓN;30;752352;4621385;Convencional;100
ES220170000423;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;756100;4626482;;30
ES220170000424;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;751058;4624129;;200
ES220170000425;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;758010;4620875;Convencional;30
ES220170000426;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcolea de Cinca;HUESCA;MONZÓN;30;756790;4624040;;600
ES220170000427;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Alcolea de Cinca;HUESCA;MONZÓN;30;755971;4625732;;599
ES220170000428;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcolea de Cinca;HUESCA;MONZÓN;30;760847;4622816;;210
ES220170000429;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alcolea de Cinca;HUESCA;MONZÓN;30;757142;4624180;;300
ES220177000003;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;753813;4625903;;55
ES220177000004;Pasto;Bóvidos;;Alcolea de Cinca;HUESCA;MONZÓN;30;757258;4626965;;220
ES220177000005;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;753947;4625862;;125
ES220177000006;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;752198;4623344;;115
ES220177000007;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;753440;4622930;;25
ES220177000009;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;754912;4626972;;40
ES220177000010;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;757179;4625947;;40
ES220177000011;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;755569;4626316;;30
ES220177000012;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;759898;4624935;;55
ES220177000013;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;753597;4626268;;40
ES220177000014;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;753368;4623095;;40
ES220177000015;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;755751;4626008;;55
ES220177000016;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;753081;4623616;;25
ES220177000017;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;756090;4623886;;100
ES220177000018;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;753342;4627484;;55
ES220177000019;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;752107;4627388;;60
ES220177000020;Pasto;Bóvidos;Reproducción para producción de carne;Alcolea de Cinca;HUESCA;MONZÓN;30;757148;4626630;;55
ES220180000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Alcubierre;HUESCA;SARIÑENA;30;711375;4632175;Convencional;280
ES220200000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alfántega;HUESCA;MONZÓN;30;761590;4636200;Convencional;400
ES220200000405;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Alfántega;HUESCA;MONZÓN;30;762041;4636483;Convencional;100
ES220210000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Almudévar;HUESCA;HUESCA;30;699375;4657965;Convencional;
ES220210000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;695716;4652485;Convencional;100
ES220210000403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Almudévar;HUESCA;HUESCA;30;700650;4654565;Convencional;
ES220210000407;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Almudévar;HUESCA;HUESCA;30;694915;4652311;Convencional;
ES220210000409;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;699425;4658000;Convencional;
ES220210000414;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;700297;4657775;Convencional;
ES220210000415;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;699827;4657640;Convencional;150
ES220210000416;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;696057;4653715;Convencional;100
ES220210000419;Producción y reproducción;Bóvidos;Reproducción para producción de leche;Almudévar;HUESCA;HUESCA;30;697930;4655360;Convencional;1500
ES220210000420;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;699456;4658035;Convencional;25
ES220210000422;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;699632;4657250;Convencional;180
ES220210000423;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;696066;4653760;Convencional;
ES220210000425;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;700170;4653217;Convencional;265
ES220210000426;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;700567;4654430;Convencional;50
ES220210000427;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;700713;4654415;Convencional;50
ES220210000428;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;695954;4652460;Convencional;100
ES220210000429;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;699420;4656750;Convencional;100
ES220210000430;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;699367;4656565;Convencional;125
ES220210000432;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Almudévar;HUESCA;HUESCA;30;699112;4658206;Convencional;87
ES220210000433;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Almudévar;HUESCA;HUESCA;30;699260;4658628;;100
ES220210000434;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Almudévar;HUESCA;HUESCA;30;695070;4655250;;574
ES220210000435;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;698761;4659220;;600
ES220210000436;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;695456;4656364;;228
ES220210000437;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;700932;4658858;;599
ES220210009432;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almudévar;HUESCA;HUESCA;30;699112;4658206;;100
ES220217000001;Pasto;Bóvidos;;Almudévar;HUESCA;HUESCA;30;696928;4656665;Convencional;0
ES220217000002;Pasto;Bóvidos;;Almudévar;HUESCA;HUESCA;30;698256;4659846;Convencional;50
ES220217000004;Pasto;Bóvidos;;Almudévar;HUESCA;HUESCA;30;692604;4646599;Convencional;40
ES220217000005;Pasto;Bóvidos;Reproducción para producción de carne;Almudévar;HUESCA;HUESCA;30;694993;4655125;Convencional;25
ES220220000401;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almunia de San Juan;HUESCA;MONZÓN;30;767063;4647935;Convencional;90
ES220220000403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Almunia de San Juan;HUESCA;MONZÓN;30;767332;4647835;Convencional;100
ES220220000404;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Almunia de San Juan;HUESCA;MONZÓN;30;769551;4646432;Convencional;200
ES220220000406;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almunia de San Juan;HUESCA;MONZÓN;30;770030;4646058;Convencional;107
ES220220000407;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almunia de San Juan;HUESCA;MONZÓN;30;766990;4648055;Convencional;130
ES220220000409;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almunia de San Juan;HUESCA;MONZÓN;30;768642;4647183;Convencional;125
ES220220000411;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Almunia de San Juan;HUESCA;MONZÓN;30;769310;4647170;Convencional;120
ES220220000412;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almunia de San Juan;HUESCA;MONZÓN;30;765171;4649142;Convencional;235
ES220220000414;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almunia de San Juan;HUESCA;MONZÓN;30;767570;4648347;Convencional;140
ES220220000415;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almunia de San Juan;HUESCA;MONZÓN;30;770117;4646774;Convencional;125
ES220220000416;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Almunia de San Juan;HUESCA;MONZÓN;30;769858;4646666;Convencional;20
ES220220000417;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Almunia de San Juan;HUESCA;MONZÓN;30;769531;4647975;Convencional;405
ES220220000418;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Almunia de San Juan;HUESCA;MONZÓN;30;770018;4646676;Convencional;20
ES220220000419;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almunia de San Juan;HUESCA;MONZÓN;30;767135;4648048;Convencional;120
ES220220000420;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almunia de San Juan;HUESCA;MONZÓN;30;770013;4646541;Convencional;90
ES220220000421;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Almunia de San Juan;HUESCA;MONZÓN;30;767667;4647745;;65
ES220220009416;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almunia de San Juan;HUESCA;MONZÓN;30;769859;4646667;;67
ES220220009418;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almunia de San Juan;HUESCA;MONZÓN;30;770019;4646677;;79
ES220220009421;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Almunia de San Juan;HUESCA;MONZÓN;30;767653;4647744;;60
ES220227000004;Pasto;Bóvidos;Reproducción para producción de carne;Almunia de San Juan;HUESCA;MONZÓN;30;770270;4646492;;50
ES220230000405;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almuniente;HUESCA;GRAÑÉN;30;714243;4647361;Convencional;
ES220230000406;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almuniente;HUESCA;GRAÑÉN;30;713023;4645924;;400
ES220230000407;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almuniente;HUESCA;GRAÑÉN;30;709525;4645750;;420
ES220230000609;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Almuniente;HUESCA;GRAÑÉN;30;712547;4645967;;162
ES220237000001;Pasto;Bóvidos;Reproducción para producción de leche;Almuniente;HUESCA;GRAÑÉN;30;714816;4647136;;6
ES220247000000;Pasto;Bóvidos;;Alquézar;HUESCA;BARBASTRO;30;749733;4676989;Convencional;
ES220250000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;784065;4631220;Convencional;200
ES220250000401;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;784736;4631120;Convencional;350
ES220250000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;785355;4633060;Convencional;982
ES220250000403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;782923;4629989;Convencional;1000
ES220250000404;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;781633;4628948;Convencional;1560
ES220250000407;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;784448;4633587;Convencional;1078
ES220250000409;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;783591;4628914;Convencional;390
ES220250000410;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;784023;4635006;Convencional;200
ES220250000411;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;782160;4631760;Convencional;550
ES220250000412;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;783615;4630750;Convencional;300
ES220250000413;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;785349;4633055;Convencional;752
ES220250000414;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;782878;4628714;Convencional;594
ES220250000415;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;784114;4631046;Convencional;282
ES220250000416;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;783840;4630516;Convencional;1380
ES220250000417;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;781936;4629614;Convencional;393
ES220250000418;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;784294;4634354;Convencional;600
ES220250000419;Producción y reproducción;Bóvidos;Reproducción para producción de leche;Altorricón;HUESCA;TAMARITE DE LITERA;30;782927;4631244;Convencional;1190
ES220250000422;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;781990;4633760;Convencional;152
ES220250000424;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;782830;4629972;Convencional;470
ES220250000425;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;782125;4631725;Convencional;150
ES220250000426;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;782147;4632428;Convencional;250
ES220250000428;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;785552;4631887;Convencional;105
ES220250000429;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;783580;4630217;Convencional;176
ES220250000430;Producción y reproducción;Bóvidos;Reproducción para producción de leche;Altorricón;HUESCA;TAMARITE DE LITERA;30;782130;4629920;Convencional;25
ES220250000431;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;784305;4632490;Convencional;70
ES220250000432;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;784150;4631225;Convencional;160
ES220250000433;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Altorricón;HUESCA;TAMARITE DE LITERA;30;784315;4631340;Convencional;200
ES220250000434;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;781985;4631023;Convencional;154
ES220250000435;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;785720;4630880;Convencional;120
ES220250000436;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;785700;4630875;Convencional;120
ES220250000438;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;784238;4634290;Convencional;110
ES220250000439;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Altorricón;HUESCA;TAMARITE DE LITERA;30;784228;4634359;Convencional;120
